sample	chromosome	haplotype	contig	start	end	length	strand
			T2T02_chr4_haplotype1-0000021	48632768	53234523	4601755	
			T2T02_chr4_haplotype2-0000112	48621097	54121404	5500307	
			T2T02_chr5_haplotype2-0000110	45135135	51834753	6699618	
			T2T02_chr6_haplotype1-0000010	57439838	63488176	6048338	
			T2T02_chr6_haplotype2-0000106	57500615	63988666	6488051	
			T2T02_chr7_haplotype1-0000026	56234778	64544086	8309308	
			T2T02_chr7_haplotype2-0000117	56306696	64579131	8272435	
			T2T02_chr9_haplotype1-0000005	884972	4213110	3328138	
			T2T02_chr9_haplotype1-0000005	18627024	20941758	2314734	
			T2T02_chr9_haplotype2-0000101	1	1715379	1715378	
			T2T02_chrY_haplotype1-0000023	9308795	11822867	2514072	
			T2T02_rc-chr10_haplotype2-0000104	38132436	42900179	4767743	
			T2T02_rc-chr11_haplotype1-0000022	47843477	55475380	7631903	
			T2T02_rc-chr11_haplotype2-0000115	47789716	55725906	7936190	
			T2T02_rc-chr12_haplotype1-0000034	33343099	39842549	6499450	
			T2T02_rc-chr12_haplotype2-0000108	33471145	39033117	5561972	
			T2T02_rc-chr13_haplotype1-0000018	1	7900795	7900794	
			T2T02_rc-chr13_haplotype2-0000109	1	8334344	8334343	
			T2T02_rc-chr14_haplotype1-0000024	1	12558697	12558696	
			T2T02_rc-chr14_haplotype2-0000116	5649286	11954662	6305376	
			T2T02_rc-chr15_haplotype1-0000020	1	9544834	9544833	
			T2T02_rc-chr16_haplotype2-0000113	32013540	40169814	8156274	
			T2T02_rc-chr18_haplotype1-0000015	14405197	21991807	7586610	
			T2T02_rc-chr20_haplotype1-0000031	25441477	31990907	6549430	
			T2T02_rc-chr20_haplotype2-0000119	25396244	35150969	9754725	
			T2T02_rc-chr21_haplotype1-0000016	682079	9461266	8779187	
			T2T02_rc-chr21_haplotype2-0000120	1	7533641	7533640	
			T2T02_rc-chr22_haplotype1-0000030	75672	17299826	17224154	
			T2T02_rc-chr22_haplotype2-0000114	2397751	10356163	7958412	
			T2T02_rc-chr2_haplotype1-0000027	91046093	96051488	5005395	
			T2T02_rc-chr2_haplotype1-0000027	131325003	133366431	2041428	
			T2T02_rc-chr2_haplotype2-0000100	90922692	95858538	4935846	
			T2T02_rc-chr2_haplotype2-0000100	131399442	133439239	2039797	
			T2T02_rc-chr3_haplotype1-0000019	89329354	96658655	7329301	
			T2T02_rc-chr3_haplotype2-0000097	89523892	97335718	7811826	
			T2T02_rc-chr5_haplotype1-0000017	45325674	52258739	6933065	
			T2T02_rc-chr8_haplotype1-0000004	41677465	47499159	5821694	
			T2T02_rc-chr8_haplotype2-0000098	42078107	47784113	5706006	
			T2T02_rc-chr9_haplotype2-0000099	39115742	48528226	9412484	
			T2T02_rc-chr9_haplotype2-0000099	62977846	65325103	2347257	
			T2T02_rc-chrX_haplotype2-0000118	56758806	63137551	6378745	
			T2T03_chr10-chr6_unassigned-0000358	1	395593	395592	
			T2T03_chr11_haplotype1-0000023	47866755	58275935	10409180	
			T2T03_chr16_haplotype2-0000036	32368143	40217678	7849535	
			T2T03_chr17_haplotype1-0000019	22355552	29019516	6663964	
			T2T03_chr17_haplotype2-0000054	22320645	28821107	6500462	
			T2T03_chr20_haplotype1-0000003	25254554	33124526	7869972	
			T2T03_chr5_haplotype1-0000010	45357644	54198321	8840677	
			T2T03_chr5_haplotype2-0000045	45293236	54167983	8874747	
			T2T03_chr6_haplotype1-0000016	57650277	64764542	7114265	
			T2T03_chr6_haplotype2-0000051	57426076	65940219	8514143	
			T2T03_chr7_haplotype1-0000020	57150912	65833242	8682330	
			T2T03_rc-chr10_haplotype1-0000011	38142086	43111093	4969007	
			T2T03_rc-chr10_haplotype2-0000046	38066771	43305595	5238824	
			T2T03_rc-chr11_haplotype2-0000058	47745216	55371840	7626624	
			T2T03_rc-chr12_haplotype1-0000007	33316017	40170623	6854606	
			T2T03_rc-chr12_haplotype2-0000042	33351120	39058473	5707353	
			T2T03_rc-chr13_haplotype1-0000006	1	7444384	7444383	
			T2T03_rc-chr13_haplotype1-0000006	40582569	49005075	8422506	
			T2T03_rc-chr13_haplotype2-0000041	1	11322887	11322886	
			T2T03_rc-chr14_haplotype1-0000005	6160645	11443247	5282602	
			T2T03_rc-chr14_haplotype2-0000040	4081993	15567467	11485474	
			T2T03_rc-chr15_haplotype1-0000002	4685189	12372087	7686898	
			T2T03_rc-chr15_haplotype2-0000037	6935939	13862948	6927009	
			T2T03_rc-chr16_haplotype1-0000022	32063011	41294191	9231180	
			T2T03_rc-chr18_haplotype1-0000012	14361754	22640074	8278320	
			T2T03_rc-chr18_haplotype2-0000047	14389669	22707111	8317442	
			T2T03_rc-chr19_haplotype1-0000021	23487110	32231611	8744501	
			T2T03_rc-chr19_haplotype2-0000056	23340310	30970449	7630139	
			T2T03_rc-chr1_haplotype1-0000015	120514694	126471295	5956601	
			T2T03_rc-chr1_haplotype2-0000050	120791863	127843767	7051904	
			T2T03_rc-chr20_haplotype2-0000039	25325635	33506670	8181035	
			T2T03_rc-chr21_haplotype2-0000038	460897	11487382	11026485	
			T2T03_rc-chr22_haplotype1-0000009	352266	8650417	8298151	
			T2T03_rc-chr22_haplotype2-0000044	1	8715883	8715882	
			T2T03_rc-chr2_haplotype1-0000013	91600938	96101003	4500065	
			T2T03_rc-chr2_haplotype1-0000013	131682418	133720160	2037742	
			T2T03_rc-chr2_haplotype2-0000049	91582596	95960252	4377656	
			T2T03_rc-chr2_haplotype2-0000049	131527926	133564700	2036774	
			T2T03_rc-chr3_haplotype1-0000001	89195444	98732876	9537432	
			T2T03_rc-chr3_haplotype2-0000048	89445504	97069551	7624047	
			T2T03_rc-chr4_haplotype1-0000014	48780165	54074179	5294014	
			T2T03_rc-chr4_haplotype2-0000057	48714096	56321156	7607060	
			T2T03_rc-chr7_haplotype2-0000055	57161139	65283888	8122749	
			T2T03_rc-chr8_haplotype1-0000018	42029053	47724941	5695888	
			T2T03_rc-chr8_haplotype2-0000053	41918800	47351433	5432633	
			T2T03_rc-chr9_haplotype1-0000017	39132910	49469944	10337034	
			T2T03_rc-chr9_haplotype1-0000017	61608360	66287507	4679147	
			T2T03_rc-chr9_haplotype2-0000052	39549143	47907738	8358595	
			T2T03_rc-chr9_haplotype2-0000052	67374780	72053931	4679151	
			T2T03_rc-chrX_haplotype1-0000008	56825448	62527570	5702122	
			T2T03_rc-chrX_haplotype2-0000043	56651320	62181622	5530302	
			T2T05_chr11_haplotype1-0000025	47780564	55913867	8133303	
			T2T05_chr11_haplotype2-0000065	47878170	56658300	8780130	
			T2T05_chr12_haplotype1-0000021	33390072	39134098	5744026	
			T2T05_chr12_haplotype2-0000061	33430088	38861204	5431116	
			T2T05_chr17_haplotype1-0000003	21811142	27349368	5538226	
			T2T05_chr17_haplotype2-0000041	21901721	26942229	5040508	
			T2T05_chr19_haplotype2-0000039	23316582	30596579	7279997	
			T2T05_chr1_haplotype1-0000018	121110968	127614343	6503375	
			T2T05_chr1_haplotype2-0000058	120648640	127821450	7172810	
			T2T05_chr20_haplotype1-0000012	25356989	32658176	7301187	
			T2T05_chr21_haplotype1-0000009	1	6275509	6275508	
			T2T05_chr2_haplotype1-0000020	91339115	95691709	4352594	
			T2T05_chr2_haplotype1-0000020	131287503	133328978	2041475	
			T2T05_chr2_haplotype2-0000060	91370132	95854927	4484795	
			T2T05_chr2_haplotype2-0000060	131411727	133451463	2039736	
			T2T05_chr4_haplotype1-0000022	48782937	54697632	5914695	
			T2T05_chr4_haplotype2-0000062	48744212	54406138	5661926	
			T2T05_chr5_haplotype1-0000017	45308733	53129579	7820846	
			T2T05_chr5_haplotype2-0000057	45223458	53116522	7893064	
			T2T05_chr6_haplotype1-0000002	57447987	63533666	6085679	
			T2T05_chr7_haplotype1-0000001	57034348	65562360	8528012	
			T2T05_chr7_haplotype2-0000038	57176586	64772360	7595774	
			T2T05_chr9_haplotype1-0000016	39129015	48979510	9850495	
			T2T05_chr9_haplotype1-0000016	58145614	62813677	4668063	
			T2T05_chr9_haplotype2-0000056	39115316	48928038	9812722	
			T2T05_chr9_haplotype2-0000056	64799664	69484428	4684764	
			T2T05_chrX_haplotype2-0000048	56746173	62546621	5800448	
			T2T05_chrY_haplotype1-0000015	9077572	11505993	2428421	
			T2T05_chrY_haplotype1-0000015	17322266	19913189	2590923	
			T2T05_rc-chr10_haplotype1-0000024	38108237	44110826	6002589	
			T2T05_rc-chr10_haplotype2-0000064	38134255	43371809	5237554	
			T2T05_rc-chr13_haplotype1-0000013	3572229	12207700	8635471	
			T2T05_rc-chr14_haplotype1-0000011	5540403	11156780	5616377	
			T2T05_rc-chr14_haplotype2-0000052	1	13127771	13127770	
			T2T05_rc-chr15_haplotype1-0000005	2596984	8231981	5634997	
			T2T05_rc-chr15_haplotype2-0000054	2716321	8008508	5292187	
			T2T05_rc-chr16_haplotype1-0000014	32055419	40221713	8166294	
			T2T05_rc-chr16_haplotype2-0000055	32042200	40584515	8542315	
			T2T05_rc-chr18_haplotype1-0000004	14394139	21153435	6759296	
			T2T05_rc-chr18_haplotype2-0000043	14394843	22338215	7943372	
			T2T05_rc-chr19_haplotype1-0000007	23462533	31659369	8196836	
			T2T05_rc-chr20_haplotype2-0000050	25250362	34682553	9432191	
			T2T05_rc-chr21_haplotype2-0000047	346042	10969943	10623901	
			T2T05_rc-chr22_haplotype1-0000023	1	11794199	11794198	
			T2T05_rc-chr22_haplotype2-0000063	421161	13543751	13122590	
			T2T05_rc-chr3_haplotype1-0000019	89335144	96901107	7565963	
			T2T05_rc-chr3_haplotype2-0000059	89328420	97689051	8360631	
			T2T05_rc-chr6_haplotype2-0000040	57387598	63746814	6359216	
			T2T05_rc-chr8_haplotype1-0000010	41861823	46930401	5068578	
			T2T05_rc-chr8_haplotype2-0000049	42370958	47694027	5323069	
			T2T06_chr10_haplotype1-0000016	38090543	43140381	5049838	
			T2T06_chr10_haplotype2-0000063	38077406	43859592	5782186	
			T2T06_chr11_haplotype1-0000023	47794475	55437352	7642877	
			T2T06_chr15_haplotype1-0000003	8050379	14616810	6566431	
			T2T06_chr17_haplotype1-0000004	22357928	27672986	5315058	
			T2T06_chr18_haplotype1-0000013	14395871	22571026	8175155	
			T2T06_chr19_haplotype1-0000012	23347080	29103115	5756035	
			T2T06_chr19_haplotype2-0000049	23471917	30630548	7158631	
			T2T06_chr1_haplotype1-0000007	120683980	128119818	7435838	
			T2T06_chr21_haplotype1-0000018	1	3596245	3596244	
			T2T06_chr21_haplotype1-0000022	1	2471915	2471914	
			T2T06_chr21_haplotype2-0000065	415648	7035177	6619529	
			T2T06_chr22_haplotype1-0000008	1	11969636	11969635	
			T2T06_chr22_haplotype2-0000055	1916712	11862819	9946107	
			T2T06_chr2_haplotype1-0000015	91371650	95614415	4242765	
			T2T06_chr2_haplotype1-0000015	131231230	133266810	2035580	
			T2T06_chr2_haplotype2-0000062	91036432	95762106	4725674	
			T2T06_chr2_haplotype2-0000062	131329492	133369659	2040167	
			T2T06_chr3_haplotype1-0000026	89312040	98569573	9257533	
			T2T06_chr3_haplotype2-0000074	89312858	99278781	9965923	
			T2T06_chr6_haplotype1-0000019	57473460	65467616	7994156	
			T2T06_chr6_haplotype2-0000067	57432451	63400392	5967941	
			T2T06_chr8_haplotype2-0000050	41966299	47293862	5327563	
			T2T06_rc-chr11_haplotype2-0000070	47748693	55483122	7734429	
			T2T06_rc-chr12_haplotype1-0000010	33401864	37265959	3864095	
			T2T06_rc-chr12_haplotype2-0000058	33354410	38989763	5635353	
			T2T06_rc-chr13_haplotype1-0000011	1	7157934	7157933	
			T2T06_rc-chr13_haplotype2-0000059	374496	12030198	11655702	
			T2T06_rc-chr14_haplotype1-0000014	1828715	15141953	13313238	
			T2T06_rc-chr14_haplotype2-0000061	13226	13086874	13073648	
			T2T06_rc-chr15_haplotype2-0000069	1894651	12551406	10656755	
			T2T06_rc-chr16_haplotype1-0000006	31737774	40062334	8324560	
			T2T06_rc-chr16_haplotype2-0000071	32182956	39755745	7572789	
			T2T06_rc-chr17_haplotype2-0000066	21771177	26438597	4667420	
			T2T06_rc-chr18_haplotype2-0000054	14396326	21783332	7387006	
			T2T06_rc-chr1_haplotype2-0000048	121014020	128024572	7010552	
			T2T06_rc-chr20_haplotype1-0000025	25303910	32889576	7585666	
			T2T06_rc-chr20_haplotype2-0000073	25267621	35499774	10232153	
			T2T06_rc-chr4_haplotype1-0000009	48253252	53955879	5702627	
			T2T06_rc-chr4_haplotype2-0000057	48133149	54129157	5996008	
			T2T06_rc-chr5_haplotype1-0000017	45136784	53540770	8403986	
			T2T06_rc-chr5_haplotype2-0000064	45324672	53115330	7790658	
			T2T06_rc-chr7_haplotype1-0000020	57068581	65169442	8100861	
			T2T06_rc-chr7_haplotype2-0000068	57117960	65833186	8715226	
			T2T06_rc-chr8_haplotype1-0000021	41790016	47192126	5402110	
			T2T06_rc-chr9_haplotype1-0000024	39604789	50562312	10957523	
			T2T06_rc-chr9_haplotype1-0000024	60841481	65532594	4691113	
			T2T06_rc-chr9_haplotype2-0000072	39134087	48316096	9182009	
			T2T06_rc-chr9_haplotype2-0000072	59772704	64440141	4667437	
			T2T06_rc-chrX_haplotype2-0000053	56694753	62317167	5622414	
			T2T06_rc-chrY_haplotype1-0000005	8968409	11756349	2787940	
			T2T06_rc-chrY_haplotype1-0000005	17464742	20058568	2593826	
			T2T07_chr11_haplotype2-0000124	47762401	56699835	8937434	
			T2T07_chr12_haplotype1-0000031	33369818	39438302	6068484	
			T2T07_chr12_haplotype2-0000144	33405187	39339223	5934036	
			T2T07_chr13_haplotype1-0000017	1	3747796	3747795	
			T2T07_chr16_haplotype2-0000120	31197699	38771851	7574152	
			T2T07_chr19_haplotype2-0000146	23523870	31557199	8033329	
			T2T07_chr1_haplotype1-0000014	120787198	128658635	7871437	
			T2T07_chr22_haplotype1-0000006	1	5414071	5414070	
			T2T07_chr22_haplotype2-0000121	1	12428706	12428705	
			T2T07_chr4_haplotype1-0000019	48552168	55782912	7230744	
			T2T07_chr4_haplotype2-0000132	48562479	55142782	6580303	
			T2T07_chr5_haplotype1-0000029	45232049	53194757	7962708	
			T2T07_chr5_haplotype2-0000139	45643155	53110852	7467697	
			T2T07_chr8_haplotype1-0000015	42364714	47835342	5470628	
			T2T07_chrX_haplotype2-0000130	56728267	62391862	5663595	
			T2T07_rc-chr10_haplotype1-0000016	38109705	43461019	5351314	
			T2T07_rc-chr10_haplotype2-0000131	38128445	44143448	6015003	
			T2T07_rc-chr11_haplotype1-0000018	47824794	55853507	8028713	
			T2T07_rc-chr13_haplotype1-0000002	446653	11468341	11021688	
			T2T07_rc-chr13_haplotype2-0000118	1	8398736	8398735	
			T2T07_rc-chr14_haplotype1-0000001	6092370	14536480	8444110	
			T2T07_rc-chr14_haplotype1-0000005	174141	7630765	7456624	
			T2T07_rc-chr14_haplotype2-0000117	2941708	13307570	10365862	
			T2T07_rc-chr15_haplotype1-0000025	3417071	9328340	5911269	
			T2T07_rc-chr15_haplotype2-0000136	5176906	10943349	5766443	
			T2T07_rc-chr16_haplotype1-0000004	31458909	40515680	9056771	
			T2T07_rc-chr17_haplotype1-0000003	22165840	29176806	7010966	
			T2T07_rc-chr17_haplotype2-0000119	21809543	27540020	5730477	
			T2T07_rc-chr18_haplotype1-0000030	14398619	20458207	6059588	
			T2T07_rc-chr18_haplotype2-0000140	14398253	21029993	6631740	
			T2T07_rc-chr19_haplotype1-0000033	23299670	32864517	9564847	
			T2T07_rc-chr1_haplotype2-0000128	119198998	125761722	6562724	
			T2T07_rc-chr20_haplotype1-0000026	25338218	32792392	7454174	
			T2T07_rc-chr20_unassigned-0000973	1	272301	272300	
			T2T07_rc-chr21-chr13-chr14-chr1_haplotype2-0000142	952598	3442874	2490276	
			T2T07_rc-chr21_haplotype1-0000080	1	459241	459240	
			T2T07_rc-chr21_haplotype2-0000127	1	3934644	3934643	
			T2T07_rc-chr2_haplotype1-0000009	91319515	96390948	5071433	
			T2T07_rc-chr2_haplotype1-0000009	131962351	134003816	2041465	
			T2T07_rc-chr2_haplotype2-0000126	91063005	95636309	4573304	
			T2T07_rc-chr2_haplotype2-0000126	131216388	133254078	2037690	
			T2T07_rc-chr3_haplotype1-0000028	89359416	98110531	8751115	
			T2T07_rc-chr3_haplotype2-0000133	89360191	96829507	7469316	
			T2T07_rc-chr6_haplotype1-0000008	57612181	62605193	4993012	
			T2T07_rc-chr6_haplotype2-0000125	57561870	62543490	4981620	
			T2T07_rc-chr7_haplotype1-0000007	57232692	65394297	8161605	
			T2T07_rc-chr7_haplotype2-0000141	57054630	64425471	7370841	
			T2T07_rc-chr8_haplotype2-0000143	42762824	48815735	6052911	
			T2T07_rc-chr9_haplotype1-0000020	39148297	49209979	10061682	
			T2T07_rc-chr9_haplotype1-0000020	60357425	65049575	4692150	
			T2T07_rc-chr9_haplotype2-0000129	39120845	48844901	9724056	
			T2T07_rc-chr9_haplotype2-0000129	67976716	72642471	4665755	
			T2T07_rc-chrX_haplotype1-0000021	56532336	62249239	5716903	
			T2T08_chr10_haplotype1-0000007	38052843	43119016	5066173	
			T2T08_chr10_haplotype2-0000046	38290431	43123980	4833549	
			T2T08_chr11_haplotype1-0000023	47786817	58064422	10277605	
			T2T08_chr11_haplotype2-0000064	47720985	58339639	10618654	
			T2T08_chr12_haplotype1-0000001	33372817	38984205	5611388	
			T2T08_chr12_haplotype2-0000041	33339574	38647296	5307722	
			T2T08_chr14_haplotype2-0000044	230681	9832614	9601933	
			T2T08_chr17_haplotype1-0000016	21782430	27860267	6077837	
			T2T08_chr17_haplotype2-0000056	22212429	28365269	6152840	
			T2T08_chr18_haplotype2-0000050	14372655	21728678	7356023	
			T2T08_chr1_haplotype1-0000006	120723822	129382755	8658933	
			T2T08_chr1_haplotype2-0000045	120678784	128189395	7510611	
			T2T08_chr20_haplotype1-0000009	25322978	35550694	10227716	
			T2T08_chr21_haplotype1-0000021	327762	7421266	7093504	
			T2T08_chr22_haplotype2-0000058	1	12345328	12345327	
			T2T08_chr2_haplotype1-0000011	91164055	95786117	4622062	
			T2T08_chr2_haplotype1-0000011	131363757	133401161	2037404	
			T2T08_chr2_haplotype2-0000052	91371825	95874808	4502983	
			T2T08_chr2_haplotype2-0000052	131436674	133470748	2034074	
			T2T08_chr3_haplotype1-0000025	89313300	96162519	6849219	
			T2T08_chr4_haplotype1-0000004	49549320	54159814	4610494	
			T2T08_chr5_haplotype1-0000020	45292223	52860863	7568640	
			T2T08_chr5_haplotype2-0000043	45116474	52079920	6963446	
			T2T08_chr9_haplotype1-0000010	39524708	49272191	9747483	
			T2T08_chr9_haplotype1-0000010	61478809	66144292	4665483	
			T2T08_chrX_haplotype1-0000003	56691731	62977870	6286139	
			T2T08_chrX_haplotype2-0000055	56660722	62557726	5897004	
			T2T08_rc-chr13_haplotype1-0000017	227082	9082217	8855135	
			T2T08_rc-chr13_haplotype2-0000057	72728	11105016	11032288	
			T2T08_rc-chr14_haplotype1-0000005	5401238	12775995	7374757	
			T2T08_rc-chr15_haplotype1-0000002	8132349	14369127	6236778	
			T2T08_rc-chr15_haplotype2-0000051	6127215	12050357	5923142	
			T2T08_rc-chr16_haplotype1-0000024	32138584	41017344	8878760	
			T2T08_rc-chr16_haplotype2-0000065	32023566	40339321	8315755	
			T2T08_rc-chr18_haplotype1-0000013	14374370	19511188	5136818	
			T2T08_rc-chr19_haplotype1-0000008	23246587	29932762	6686175	
			T2T08_rc-chr19_haplotype2-0000047	23379303	30962609	7583306	
			T2T08_rc-chr20_haplotype2-0000062	25312861	34074099	8761238	
			T2T08_rc-chr21_haplotype2-0000061	1	7301818	7301817	
			T2T08_rc-chr22_haplotype1-0000018	410806	15354964	14944158	
			T2T08_rc-chr3_haplotype2-0000066	89325281	99202143	9876862	
			T2T08_rc-chr4_haplotype2-0000042	48525720	54919598	6393878	
			T2T08_rc-chr6_haplotype1-0000026	57377553	63120186	5742633	
			T2T08_rc-chr6_haplotype2-0000067	57338356	66426863	9088507	
			T2T08_rc-chr7_haplotype1-0000012	57126512	65034266	7907754	
			T2T08_rc-chr7_haplotype2-0000049	57225004	65015506	7790502	
			T2T08_rc-chr8_haplotype1-0000022	41317527	47022394	5704867	
			T2T08_rc-chr8_haplotype2-0000063	41368155	46745756	5377601	
			T2T08_rc-chr9_haplotype2-0000053	39518501	47874923	8356422	
			T2T08_rc-chr9_haplotype2-0000053	63990740	68678267	4687527	
			T2T09_chr10_haplotype1-0000004	38101673	42738528	4636855	
			T2T09_chr12_haplotype1-0000010	33357857	39585635	6227778	
			T2T09_chr12_haplotype2-0000091	33514234	39547000	6032766	
			T2T09_chr13_haplotype1-0000021	469311	8352073	7882762	
			T2T09_chr15_haplotype1-0000012	3788491	9452391	5663900	
			T2T09_chr15_haplotype2-0000094	3752689	10647127	6894438	
			T2T09_chr16_haplotype1-0000014	10686894	18575545	7888651	
			T2T09_chr19_haplotype1-0000028	23231841	30641283	7409442	
			T2T09_chr1_haplotype1-0000003	120462920	129022995	8560075	
			T2T09_chr20_haplotype2-0000095	25368577	33071685	7703108	
			T2T09_chr21_haplotype1-0000023	339552	7192802	6853250	
			T2T09_chr21_haplotype2-0000103	1	3392364	3392363	
			T2T09_chr21_haplotype2-0000174	1	581119	581118	
			T2T09_chr22_haplotype2-0000101	1	11913582	11913581	
			T2T09_chr4_haplotype1-0000001	48854574	55573965	6719391	
			T2T09_chr4_haplotype2-0000085	48871152	57276480	8405328	
			T2T09_chr8_haplotype1-0000020	41476975	47180245	5703270	
			T2T09_chr8_haplotype2-0000099	42070231	48042665	5972434	
			T2T09_chrY_haplotype1-0000018	9068904	11606555	2537651	
			T2T09_chrY_haplotype1-0000018	17959717	20006233	2046516	
			T2T09_rc-chr10_haplotype2-0000096	38085233	43205546	5120313	
			T2T09_rc-chr11_haplotype1-0000008	47590002	56643956	9053954	
			T2T09_rc-chr11_haplotype2-0000089	47776021	55035950	7259929	
			T2T09_rc-chr13_haplotype2-0000100	1	12269991	12269990	
			T2T09_rc-chr14_haplotype1-0000009	116451	13329835	13213384	
			T2T09_rc-chr14_haplotype2-0000108	89301	9991563	9902262	
			T2T09_rc-chr16_haplotype1-0000075	1	764361	764360	
			T2T09_rc-chr16_haplotype2-0000086	31618739	38389382	6770643	
			T2T09_rc-chr17_haplotype1-0000026	21805292	27794439	5989147	
			T2T09_rc-chr17_haplotype2-0000088	22101197	27219747	5118550	
			T2T09_rc-chr18_haplotype1-0000013	14398406	23346233	8947827	
			T2T09_rc-chr18_haplotype2-0000106	14559002	21498538	6939536	
			T2T09_rc-chr19_haplotype2-0000110	23414033	30922155	7508122	
			T2T09_rc-chr1_haplotype2-0000097	121211860	130020115	8808255	
			T2T09_rc-chr20_haplotype1-0000002	25387974	33878350	8490376	
			T2T09_rc-chr22_haplotype1-0000022	1	10890070	10890069	
			T2T09_rc-chr2_haplotype1-0000017	91510602	95191589	3680987	
			T2T09_rc-chr2_haplotype1-0000017	130707290	132748419	2041129	
			T2T09_rc-chr2_haplotype2-0000098	91373476	96790616	5417140	
			T2T09_rc-chr2_haplotype2-0000098	132376987	134416839	2039852	
			T2T09_rc-chr2_unassigned-0000262	1	153129	153128	
			T2T09_rc-chr3_haplotype1-0000015	88717114	97089388	8372274	
			T2T09_rc-chr3_haplotype2-0000112	89330191	96006352	6676161	
			T2T09_rc-chr5_haplotype1-0000024	45460373	51924898	6464525	
			T2T09_rc-chr5_haplotype2-0000107	45095951	52208713	7112762	
			T2T09_rc-chr6_haplotype1-0000005	57344969	63290155	5945186	
			T2T09_rc-chr6_haplotype2-0000090	57646270	62921133	5274863	
			T2T09_rc-chr7_haplotype1-0000025	57283220	65852805	8569585	
			T2T09_rc-chr7_haplotype2-0000115	57355494	65971216	8615722	
			T2T09_rc-chr9_haplotype1-0000011	39770942	46934045	7163103	
			T2T09_rc-chr9_haplotype1-0000011	57717835	62398938	4681103	
			T2T09_rc-chr9_haplotype2-0000092	1	10085693	10085692	
			T2T09_rc-chr9_haplotype2-0000092	23331777	27998432	4666655	
			T2T09_rc-chrX_haplotype2-0000113	56751173	62738622	5987449	
			T2T10_chr11_haplotype1-0000009	47772858	55307193	7534335	
			T2T10_chr12_haplotype1-0000004	33383325	39368814	5985489	
			T2T10_chr13_haplotype2-0000296	1	636051	636050	
			T2T10_chr13_unassigned-0001861	1	284622	284621	
			T2T10_chr13_unassigned-0002153	1	142230	142229	
			T2T10_chr13_unassigned-0002372	1	64779	64778	
			T2T10_chr15_haplotype1-0000015	1	7207398	7207397	
			T2T10_chr15_haplotype2-0000188	2850273	9132857	6282584	
			T2T10_chr17_haplotype1-0000027	21799035	26051255	4252220	
			T2T10_chr17_haplotype2-0000190	21939912	28596303	6656391	
			T2T10_chr18_haplotype2-0000181	14153235	20271206	6117971	
			T2T10_chr19_haplotype2-0000164	8334575	15680130	7345555	
			T2T10_chr1_haplotype1-0000026	119161538	125587309	6425771	
			T2T10_chr21_haplotype1-0000016	1	2787232	2787231	
			T2T10_chr21_haplotype1-0000041	1	748231	748230	
			T2T10_chr21_haplotype1-0000127	1	775066	775065	
			T2T10_chr22_haplotype2-0000196	1	12609864	12609863	
			T2T10_chr2_haplotype1-0000030	91665082	96383646	4718564	
			T2T10_chr2_haplotype1-0000030	131944709	133983258	2038549	
			T2T10_chr2_haplotype2-0000193	91344785	95918630	4573845	
			T2T10_chr2_haplotype2-0000193	131587264	133625638	2038374	
			T2T10_chr3_haplotype1-0000013	89319386	98623418	9304032	
			T2T10_chr3_haplotype2-0000179	89504416	98332580	8828164	
			T2T10_chr4_haplotype1-0000029	48776023	55679360	6903337	
			T2T10_chr4_haplotype2-0000194	48799903	54317372	5517469	
			T2T10_chr5_haplotype1-0000007	45810895	53379627	7568732	
			T2T10_chr5_haplotype2-0000185	45578268	52857843	7279575	
			T2T10_chr6_haplotype1-0000028	57405754	63057953	5652199	
			T2T10_chr7_haplotype1-0000024	57146518	64156537	7010019	
			T2T10_chr9_haplotype1-0000019	39091842	43229272	4137430	
			T2T10_chr9_haplotype2-0000173	39067341	45722376	6655035	
			T2T10_chr9_haplotype2-0000173	54570886	59264966	4694080	
			T2T10_rc-chr10_haplotype1-0000006	37659527	42910502	5250975	
			T2T10_rc-chr10_haplotype2-0000167	37628023	42760455	5132432	
			T2T10_rc-chr11_haplotype2-0000176	47904382	57521244	9616862	
			T2T10_rc-chr12_haplotype2-0000166	33385374	40413180	7027806	
			T2T10_rc-chr13_haplotype1-0000003	1	4209860	4209859	
			T2T10_rc-chr13_haplotype2-0000165	1	4326597	4326596	
			T2T10_rc-chr14_haplotype1-0000031	1879804	9644220	7764416	
			T2T10_rc-chr14_haplotype2-0000172	1	940511	940510	
			T2T10_rc-chr14_haplotype2-0000195	7110989	12792150	5681161	
			T2T10_rc-chr16_haplotype1-0000001	13618052	22011185	8393133	
			T2T10_rc-chr16_haplotype2-0000163	12239524	18226455	5986931	
			T2T10_rc-chr16_haplotype2-0000222	1	754576	754575	
			T2T10_rc-chr18_haplotype1-0000025	14490671	22200800	7710129	
			T2T10_rc-chr19_haplotype1-0000002	23333713	30679426	7345713	
			T2T10_rc-chr20_haplotype1-0000032	25361031	30322744	4961713	
			T2T10_rc-chr20_haplotype2-0000162	25329052	33337690	8008638	
			T2T10_rc-chr21_haplotype1-0000093	1	542759	542758	
			T2T10_rc-chr21_haplotype2-0000169	1	1578518	1578517	
			T2T10_rc-chr21_haplotype2-0000183	1	3161795	3161794	
			T2T10_rc-chr21_haplotype2-0000202	1	577409	577408	
			T2T10_rc-chr21_haplotype2-0000263	1	736381	736380	
			T2T10_rc-chr21_haplotype2-0000335	1	615264	615263	
			T2T10_rc-chr22_haplotype1-0000022	192395	14662101	14469706	
