sample	contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
T2T00_2	unassigned-0001070	85570	unassigned	chr3	85575	0	0	non_satellite
T2T00_2	haplotype1-0000114	648837	haplotype1	chr2	648510	0	0	non_satellite
T2T00_2	unassigned-0001385	115866	unassigned	chr16	347610	115870	0.333333	non_satellite
T2T00_2	unassigned-0001303	110535	unassigned	chr13	110534	0	0	non_satellite
T2T00_2	haplotype1-0000155	126299	haplotype1	chr1	126251	0	0	non_satellite
T2T00_2	unassigned-0001071	88329	unassigned	chr9	88416	0	0	non_satellite
T2T00_2	haplotype1-0000115	40058	haplotype1	chr5	40046	0	0	non_satellite
T2T00_2	unassigned-0001304	141270	unassigned	chr3	141272	0	0	non_satellite
T2T00_2	unassigned-0001386	23822	unassigned	chr16	93896	23474	0.25	non_satellite
T2T00_2	unassigned-0001345	25688	unassigned	chr13	25666	0	0	non_satellite
T2T00_2	unassigned-0001030	188902	unassigned	chr10	188628	0	0	non_satellite
T2T00_2	haplotype1-0000156	23011	haplotype1	chr1	22978	0	0	non_satellite
T2T00_2	unassigned-0001619	39918	unassigned	chr10	39901	0	0	non_satellite
T2T00_2	unassigned-0001072	103569	unassigned	chr9	103586	0	0	non_satellite
T2T00_2	haplotype1-0000116	78074	haplotype1	chr4	78104	0	0	non_satellite
T2T00_2	unassigned-0001305	244301	unassigned	chr2	1634718	243402	0.148895	non_satellite
T2T00_2	unassigned-0001387	125265	unassigned	chr16	854840	120451	0.140905	non_satellite
T2T00_2	haplotype1-0000157	644393	haplotype1	chr15	649869	649869	1	satellite
T2T00_2	unassigned-0001031	34969	unassigned	chr14	35054	35054	1	satellite
T2T00_2	unassigned-0001032	27368	unassigned	chr21	27370	27370	1	satellite
T2T00_2	unassigned-0001388	117214	unassigned	chr2	575450	115090	0.2	non_satellite
T2T00_2	unassigned-0001306	75042	unassigned	chr2	525406	75058	0.142857	non_satellite
T2T00_2	unassigned-0001347	20277	unassigned	chr19	20299	0	0	non_satellite
T2T00_2	haplotype1-0000158	458009	haplotype1	chr17	458023	0	0	non_satellite
T2T00_2	unassigned-0001073	20992	unassigned	chr1	20960	0	0	non_satellite
T2T00_2	haplotype1-0000118	160738	haplotype1	chr6	47430	47430	1	satellite
T2T00_2	unassigned-0001033	120880	unassigned	chr3	121537	0	0	non_satellite
T2T00_2	unassigned-0001074	77364	unassigned	chr3	77400	0	0	non_satellite
T2T00_2	unassigned-0001389	32850	unassigned	chr2	32846	32846	1	satellite
T2T00_2	unassigned-0001307	65827	unassigned	chr2	329175	65835	0.2	non_satellite
T2T00_2	unassigned-0001348	54982	unassigned	chr19	54905	0	0	non_satellite
T2T00_2	haplotype1-0000159	39421	haplotype1	chr17	39388	0	0	non_satellite
T2T00_2	unassigned-0001308	103905	unassigned	chr7	103976	0	0	non_satellite
T2T00_2	haplotype1-0000119	20315	haplotype1	chr7	20319	0	0	non_satellite
T2T00_2	unassigned-0001034	73334	unassigned	chr22	77942	0	0	non_satellite
T2T00_2	unassigned-0001075	135842	unassigned	chr22	362804	131186	0.361589	non_satellite
T2T00_2	unassigned-0001349	142028	unassigned	chr19	142021	0	0	non_satellite
T2T00_2	unassigned-0001309	131723	unassigned	chrX	131736	0	0	non_satellite
T2T00_2	unassigned-0001076	95245	unassigned	chr22	205160	87272	0.425385	non_satellite
T2T00_2	unassigned-0001077	140146	unassigned	chr14	396192	110048	0.277764	non_satellite
T2T00_2	unassigned-0001037	119390	unassigned	chr8	119373	0	0	non_satellite
T2T00_2	unassigned-0001078	125966	unassigned	chr22	199508	111508	0.558915	satellite
T2T00_2	unassigned-0001038	151312	unassigned	chrX	151319	0	0	non_satellite
T2T00_2	unassigned-0001079	30022	unassigned	chr4	30017	0	0	non_satellite
T2T00_2	unassigned-0001039	50742	unassigned	chr5	50734	0	0	non_satellite
T2T00_2	unassigned-0002920	113113	unassigned	chr21	113078	113078	1	satellite
T2T00_2	unassigned-0002921	61570	unassigned	chr10	61531	0	0	non_satellite
T2T00_2	unassigned-0002922	46133	unassigned	chr2	46130	46130	1	satellite
T2T00_2	unassigned-0002923	60410	unassigned	chr5	60406	0	0	non_satellite
T2T00_2	unassigned-0002690	131390	unassigned	chr22	130478	113129	0.867035	satellite
T2T00_2	unassigned-0002924	159542	unassigned	chr5	182197	0	0	non_satellite
T2T00_2	unassigned-0002691	53490	unassigned	chr22	51745	51745	1	satellite
T2T00_2	unassigned-0002650	16868	unassigned	chr16	16815	0	0	non_satellite
T2T00_2	unassigned-0002925	37822	unassigned	chr5	37798	0	0	non_satellite
T2T00_2	unassigned-0002692	86718	unassigned	chr2	259773	86591	0.333333	non_satellite
T2T00_2	unassigned-0002610	105284	unassigned	chr15	105704	105704	1	satellite
T2T00_2	unassigned-0002693	96697	unassigned	chr7	96650	0	0	non_satellite
T2T00_2	unassigned-0002926	49610	unassigned	chr5	49586	0	0	non_satellite
T2T00_2	unassigned-0002611	22589	unassigned	chr15	22571	22571	1	satellite
T2T00_2	unassigned-0002694	35745	unassigned	chrX	35719	0	0	non_satellite
T2T00_2	unassigned-0002927	128563	unassigned	chr5	148810	0	0	non_satellite
T2T00_2	unassigned-0002612	30567	unassigned	chr15	30586	30586	1	satellite
T2T00_2	unassigned-0002969	73252	unassigned	chrX	73149	0	0	non_satellite
T2T00_2	unassigned-0002928	21050	unassigned	chr8	21024	0	0	non_satellite
T2T00_2	unassigned-0002695	41293	unassigned	chr15	41285	0	0	non_satellite
T2T00_2	unassigned-0002613	43645	unassigned	chr15	43677	43677	1	satellite
T2T00_2	unassigned-0002380	97404	unassigned	chr13	94952	94952	1	satellite
T2T00_2	unassigned-0002340	131095	unassigned	chr2	131008	0	0	non_satellite
T2T00_2	unassigned-0002696	22454	unassigned	chr2	22417	0	0	non_satellite
T2T00_2	unassigned-0002614	35196	unassigned	chr15	35195	35195	1	satellite
T2T00_2	unassigned-0002697	37689	unassigned	chr8	37657	0	0	non_satellite
T2T00_2	unassigned-0002382	75304	unassigned	chr21	150596	75298	0.5	satellite
T2T00_2	unassigned-0002341	99957	unassigned	chr16	100004	100004	1	satellite
T2T00_2	unassigned-0002615	85788	unassigned	chr16	79710	0	0	non_satellite
T2T00_2	unassigned-0002300	32828	unassigned	chr16	32823	0	0	non_satellite
T2T00_2	unassigned-0002342	25295	unassigned	chr7	25295	0	0	non_satellite
T2T00_2	unassigned-0002698	45739	unassigned	chr6	22434	0	0	non_satellite
T2T00_2	unassigned-0002616	32149	unassigned	chr3	32147	32147	1	satellite
T2T00_2	unassigned-0002383	53745	unassigned	chr2	53732	0	0	non_satellite
T2T00_2	unassigned-0002301	105336	unassigned	chr16	105318	0	0	non_satellite
T2T00_2	unassigned-0002343	35185	unassigned	chr4	35085	0	0	non_satellite
T2T00_2	unassigned-0002617	74071	unassigned	chr3	73969	73969	1	satellite
T2T00_2	unassigned-0002384	103108	unassigned	chr16	103090	103090	1	satellite
T2T00_2	unassigned-0002302	25713	unassigned	chr16	25711	0	0	non_satellite
T2T00_2	unassigned-0002699	39085	unassigned	chr13	38956	38956	1	satellite
T2T00_2	unassigned-0002618	49980	unassigned	chrX	49978	0	0	non_satellite
T2T00_2	unassigned-0002070	74805	unassigned	chr1	74807	0	0	non_satellite
T2T00_2	unassigned-0002619	15119	unassigned	chrX	15120	0	0	non_satellite
T2T00_2	unassigned-0002071	41935	unassigned	chrX	41842	0	0	non_satellite
T2T00_2	unassigned-0002345	113575	unassigned	chrX	113608	0	0	non_satellite
T2T00_2	unassigned-0002030	59060	unassigned	chr8	58752	0	0	non_satellite
T2T00_2	unassigned-0002304	169842	unassigned	chr11	169393	169393	1	satellite
T2T00_2	unassigned-0002031	33747	unassigned	chr8	33743	0	0	non_satellite
T2T00_2	unassigned-0002072	64418	unassigned	chr7	64400	0	0	non_satellite
T2T00_2	unassigned-0002305	107480	unassigned	chr10	107255	0	0	non_satellite
T2T00_2	unassigned-0002073	107169	unassigned	chrX	106108	0	0	non_satellite
T2T00_2	unassigned-0002347	25493	unassigned	chr22	25459	0	0	non_satellite
T2T00_2	unassigned-0002306	44970	unassigned	chr10	45006	0	0	non_satellite
T2T00_2	unassigned-0002032	37420	unassigned	chr12	26087	0	0	non_satellite
T2T00_2	unassigned-0002074	41319	unassigned	chr5	41291	0	0	non_satellite
T2T00_2	unassigned-0002033	80144	unassigned	chr18	80122	0	0	non_satellite
T2T00_2	unassigned-0002075	27566	unassigned	chr8	27576	0	0	non_satellite
T2T00_2	unassigned-0002034	80197	unassigned	chr18	80224	0	0	non_satellite
T2T00_2	unassigned-0002308	21727	unassigned	chr16	21727	0	0	non_satellite
T2T00_2	unassigned-0002349	225146	unassigned	chr14	225156	0	0	non_satellite
T2T00_2	unassigned-0002076	103995	unassigned	chr8	103861	0	0	non_satellite
T2T00_2	unassigned-0002035	22050	unassigned	chr18	22014	0	0	non_satellite
T2T00_2	unassigned-0002309	41143	unassigned	chr16	41148	0	0	non_satellite
T2T00_2	unassigned-0002077	164373	unassigned	chr2	922383	157109	0.170329	non_satellite
T2T00_2	unassigned-0002036	21762	unassigned	chr18	21669	21669	1	satellite
T2T00_2	unassigned-0002078	20300	unassigned	chr2	40344	20172	0.5	satellite
T2T00_2	unassigned-0002037	20502	unassigned	chr18	20445	20445	1	satellite
T2T00_2	unassigned-0002079	37113	unassigned	chr7	37122	0	0	non_satellite
T2T00_2	unassigned-0002038	41962	unassigned	chr12	41968	0	0	non_satellite
T2T00_2	unassigned-0002039	53268	unassigned	chr14	45961	0	0	non_satellite
T2T00_2	unassigned-0003072	40380	unassigned	chrX	40452	0	0	non_satellite
T2T00_2	unassigned-0003032	22115	unassigned	chr8	22075	0	0	non_satellite
T2T00_2	unassigned-0003073	56030	unassigned	chr1	56030	0	0	non_satellite
T2T00_2	unassigned-0003033	88475	unassigned	chr8	88507	0	0	non_satellite
T2T00_2	unassigned-0003074	31634	unassigned	chr1	31635	0	0	non_satellite
T2T00_2	unassigned-0003034	106368	unassigned	chr8	106402	0	0	non_satellite
T2T00_2	unassigned-0003075	41445	unassigned	chr1	41444	0	0	non_satellite
T2T00_2	unassigned-0003076	33197	unassigned	chr6	33213	0	0	non_satellite
T2T00_2	unassigned-0003035	126156	unassigned	chr4	124955	0	0	non_satellite
T2T00_2	unassigned-0003036	56883	unassigned	chr1	56945	0	0	non_satellite
T2T00_2	unassigned-0003078	61406	unassigned	chr8	61375	61375	1	satellite
T2T00_2	unassigned-0003037	52946	unassigned	chr1	53009	0	0	non_satellite
T2T00_2	unassigned-0003079	119561	unassigned	chr13	118996	118996	1	satellite
T2T00_2	haplotype2-0000810	354928	haplotype2	chr13	119550	119550	1	satellite
T2T00_2	haplotype2-0000811	133186	haplotype2	chr13	94708	94708	1	satellite
T2T00_2	haplotype2-0000813	237060	haplotype2	chr21	14005	14005	1	satellite
T2T00_2	haplotype2-0000540	62776	haplotype2	chr5	12277	12277	1	satellite
T2T00_2	haplotype2-0000581	145008	haplotype2	chr18	88039	88039	1	satellite
T2T00_2	haplotype2-0000500	252487	haplotype2	chr9	1282325	256465	0.2	non_satellite
T2T00_2	haplotype2-0000541	393076	haplotype2	chr2	2865288	391548	0.136652	non_satellite
T2T00_2	haplotype2-0000582	39475	haplotype2	chr12	39471	0	0	non_satellite
T2T00_2	haplotype2-0000501	742405	haplotype2	chr9	3713775	742755	0.2	non_satellite
T2T00_2	haplotype2-0000542	472054	haplotype2	chr16	480497	0	0	non_satellite
T2T00_2	haplotype2-0000584	98861	haplotype2	chr2	98862	0	0	non_satellite
T2T00_2	haplotype2-0000502	303156	haplotype2	chr16	302773	0	0	non_satellite
T2T00_2	haplotype2-0000543	465200	haplotype2	chr14	1569486	664866	0.42362	non_satellite
T2T00_2	haplotype2-0000503	49335	haplotype2	chr6	147951	49317	0.333333	non_satellite
T2T00_2	haplotype2-0000544	22188	haplotype2	chr2	66513	22171	0.333333	non_satellite
T2T00_2	haplotype2-0000585	65500	haplotype2	chr16	327500	65500	0.2	non_satellite
T2T00_2	unassigned-0001770	21747	unassigned	chrX	21723	0	0	non_satellite
T2T00_2	haplotype2-0000504	62105	haplotype2	chr3	62079	0	0	non_satellite
T2T00_2	haplotype2-0000586	516873	haplotype2	chr16	10822140	515340	0.047619	non_satellite
T2T00_2	haplotype2-0000545	58585	haplotype2	chr15	58545	0	0	non_satellite
T2T00_2	unassigned-0001771	64819	unassigned	chrX	64809	0	0	non_satellite
T2T00_2	haplotype2-0000546	222593	haplotype2	chr2	1533595	219085	0.142857	non_satellite
T2T00_2	unassigned-0001730	131052	unassigned	chr15	138427	138427	1	satellite
T2T00_2	haplotype2-0000505	35007	haplotype2	chr14	139868	34967	0.25	non_satellite
T2T00_2	haplotype2-0000587	487250	haplotype2	chr13	180827	180827	1	satellite
T2T00_2	unassigned-0001772	67597	unassigned	chr5	135138	67569	0.5	satellite
T2T00_2	haplotype2-0000506	91115	haplotype2	chr3	91042	0	0	non_satellite
T2T00_2	haplotype2-0000547	171855	haplotype2	chr2	171752	171752	1	satellite
T2T00_2	unassigned-0001731	31399	unassigned	chr2	31395	31395	1	satellite
T2T00_2	haplotype2-0000588	185300	haplotype2	chr13	64196	64196	1	satellite
T2T00_2	unassigned-0001773	74545	unassigned	chr5	154402	77201	0.5	satellite
T2T00_2	haplotype2-0000507	92278	haplotype2	chr15	92288	0	0	non_satellite
T2T00_2	haplotype2-0000589	185052	haplotype2	chr13	69091	69091	1	satellite
T2T00_2	haplotype1-0000270	71291	haplotype1	chrX	71283	0	0	non_satellite
T2T00_2	haplotype2-0000508	23275	haplotype2	chr8	16573	0	0	non_satellite
T2T00_2	unassigned-0001774	103477	unassigned	chr5	318390	106130	0.333333	non_satellite
T2T00_2	unassigned-0001733	34552	unassigned	chr2	34554	0	0	non_satellite
T2T00_2	haplotype2-0000509	114953	haplotype2	chrX	114956	0	0	non_satellite
T2T00_2	haplotype1-0000230	941645	haplotype1	chrX	867944	0	0	non_satellite
T2T00_2	haplotype1-0000271	249643	haplotype1	chrX	249638	0	0	non_satellite
T2T00_2	unassigned-0001775	47188	unassigned	chr5	47184	47184	1	satellite
T2T00_2	unassigned-0001734	85904	unassigned	chr2	81807	0	0	non_satellite
T2T00_2	unassigned-0001460	43044	unassigned	chr17	129078	43026	0.333333	non_satellite
T2T00_2	unassigned-0001420	33199	unassigned	chr6	33147	0	0	non_satellite
T2T00_2	haplotype1-0000272	269618	haplotype1	chr21	889125	296375	0.333333	non_satellite
T2T00_2	unassigned-0001461	47672	unassigned	chr17	237490	47498	0.2	non_satellite
T2T00_2	unassigned-0001776	21591	unassigned	chr13	21583	21583	1	satellite
T2T00_2	unassigned-0001736	181160	unassigned	chrX	176592	0	0	non_satellite
T2T00_2	haplotype1-0000232	32428	haplotype1	chr9	17294	17294	1	satellite
T2T00_2	unassigned-0001462	115382	unassigned	chr3	115339	0	0	non_satellite
T2T00_2	unassigned-0001421	30559	unassigned	chr16	30571	0	0	non_satellite
T2T00_2	unassigned-0001777	40239	unassigned	chr13	40225	40225	1	satellite
T2T00_2	unassigned-0001737	79516	unassigned	chrX	79503	0	0	non_satellite
T2T00_2	unassigned-0001463	83269	unassigned	chr7	83273	0	0	non_satellite
T2T00_2	unassigned-0001422	29677	unassigned	chr22	29633	29633	1	satellite
T2T00_2	unassigned-0001778	48234	unassigned	chr2	48098	0	0	non_satellite
T2T00_2	unassigned-0001464	99729	unassigned	chr7	99498	0	0	non_satellite
T2T00_2	unassigned-0001423	58479	unassigned	chr22	58309	0	0	non_satellite
T2T00_2	unassigned-0001779	46002	unassigned	chr2	45962	0	0	non_satellite
T2T00_2	unassigned-0001190	102781	unassigned	chr15	217118	138595	0.63834	satellite
T2T00_2	haplotype1-0000234	748167	haplotype1	chr12	716423	716423	1	satellite
T2T00_2	unassigned-0001465	26724	unassigned	chr7	22717	0	0	non_satellite
T2T00_2	unassigned-0001739	133087	unassigned	chr3	133116	0	0	non_satellite
T2T00_2	unassigned-0001424	42408	unassigned	chr22	42397	0	0	non_satellite
T2T00_2	haplotype1-0000235	37653	haplotype1	chr16	37574	0	0	non_satellite
T2T00_2	unassigned-0001191	35225	unassigned	chr15	35305	0	0	non_satellite
T2T00_2	unassigned-0001150	51421	unassigned	chr1	51416	0	0	non_satellite
T2T00_2	unassigned-0001110	22029	unassigned	chr6	22004	0	0	non_satellite
T2T00_2	unassigned-0001466	64018	unassigned	chr2	64122	64122	1	satellite
T2T00_2	haplotype1-0000236	22394	haplotype1	chr17	22371	0	0	non_satellite
T2T00_2	unassigned-0001151	75570	unassigned	chr13	75562	0	0	non_satellite
T2T00_2	haplotype1-0000277	73389	haplotype1	chr11	73421	73421	1	satellite
T2T00_2	unassigned-0001425	38284	unassigned	chr10	40306	0	0	non_satellite
T2T00_2	haplotype1-0000278	466141	haplotype1	chrX	461081	0	0	non_satellite
T2T00_2	unassigned-0001152	61897	unassigned	chrX	61898	0	0	non_satellite
T2T00_2	unassigned-0001111	59434	unassigned	chr8	59419	59419	1	satellite
T2T00_2	haplotype1-0000237	43339	haplotype1	chr8	43329	0	0	non_satellite
T2T00_2	unassigned-0001426	22500	unassigned	chr3	22384	0	0	non_satellite
T2T00_2	unassigned-0001467	27591	unassigned	chr2	27590	27590	1	satellite
T2T00_2	unassigned-0001153	50933	unassigned	chrX	50932	0	0	non_satellite
T2T00_2	haplotype1-0000238	109987	haplotype1	chr9	102147	102147	1	satellite
T2T00_2	unassigned-0001427	58749	unassigned	chr20	58752	0	0	non_satellite
T2T00_2	unassigned-0001468	64884	unassigned	chr2	64949	64949	1	satellite
T2T00_2	haplotype1-0000279	191159	haplotype1	chr16	190875	0	0	non_satellite
T2T00_2	unassigned-0001112	25573	unassigned	chr14	25572	0	0	non_satellite
T2T00_2	unassigned-0001194	22562	unassigned	chr14	22541	22541	1	satellite
T2T00_2	haplotype1-0000239	102568	haplotype1	chr9	96148	96148	1	satellite
T2T00_2	unassigned-0001154	68156	unassigned	chr4	68045	0	0	non_satellite
T2T00_2	unassigned-0001428	53952	unassigned	chr2	53922	53922	1	satellite
T2T00_2	unassigned-0001469	24751	unassigned	chr2	24751	24751	1	satellite
T2T00_2	unassigned-0001155	49350	unassigned	chrX	49331	0	0	non_satellite
T2T00_2	unassigned-0001196	19901	unassigned	chr2	19867	0	0	non_satellite
T2T00_2	unassigned-0001429	40645	unassigned	chr2	40649	40649	1	satellite
T2T00_2	unassigned-0001156	129371	unassigned	chrX	129374	0	0	non_satellite
T2T00_2	unassigned-0001197	101828	unassigned	chr9	102836	102836	1	satellite
T2T00_2	unassigned-0001198	46506	unassigned	chr9	46473	46473	1	satellite
T2T00_2	unassigned-0001157	62409	unassigned	chr13	62379	0	0	non_satellite
T2T00_2	unassigned-0001158	71953	unassigned	chr4	71849	0	0	non_satellite
T2T00_2	unassigned-0001199	24614	unassigned	chr15	24684	24684	1	satellite
T2T00_2	unassigned-0001117	22892	unassigned	chr14	22892	0	0	non_satellite
T2T00_2	unassigned-0001159	37761	unassigned	chr9	38101	38101	1	satellite
T2T00_2	unassigned-0001118	32803	unassigned	chr2	32689	0	0	non_satellite
T2T00_2	unassigned-0001119	36863	unassigned	chr3	36833	0	0	non_satellite
T2T00_2	unassigned-0002770	80392	unassigned	chr21	64751	64751	1	satellite
T2T00_2	unassigned-0002771	50162	unassigned	chr21	11241	11241	1	satellite
T2T00_2	unassigned-0002730	60964	unassigned	chr21	60013	60013	1	satellite
T2T00_2	unassigned-0002732	55830	unassigned	chr21	42827	42827	1	satellite
T2T00_2	unassigned-0002773	26243	unassigned	chr1	26297	0	0	non_satellite
T2T00_2	unassigned-0002774	116900	unassigned	chr1	116841	0	0	non_satellite
T2T00_2	unassigned-0002460	107285	unassigned	chr21	13885	13885	1	satellite
T2T00_2	unassigned-0002775	20780	unassigned	chr15	20779	0	0	non_satellite
T2T00_2	unassigned-0002420	47433	unassigned	chr22	146091	48697	0.333333	non_satellite
T2T00_2	unassigned-0002421	70595	unassigned	chrX	70592	0	0	non_satellite
T2T00_2	unassigned-0002777	28439	unassigned	chr10	28420	0	0	non_satellite
T2T00_2	unassigned-0002422	45830	unassigned	chr22	141279	47093	0.333333	non_satellite
T2T00_2	unassigned-0002463	73871	unassigned	chr21	29795	29795	1	satellite
T2T00_2	unassigned-0002778	156213	unassigned	chr21	171861	171861	1	satellite
T2T00_2	unassigned-0002738	95461	unassigned	chr21	88650	88650	1	satellite
T2T00_2	unassigned-0002190	35087	unassigned	chr14	35088	35088	1	satellite
T2T00_2	unassigned-0002423	54364	unassigned	chr11	54361	54361	1	satellite
T2T00_2	unassigned-0002465	98318	unassigned	chr21	71648	71648	1	satellite
T2T00_2	unassigned-0002191	32131	unassigned	chr14	32132	32132	1	satellite
T2T00_2	unassigned-0002150	75962	unassigned	chr1	75941	0	0	non_satellite
T2T00_2	unassigned-0002424	92722	unassigned	chr11	370836	92709	0.25	non_satellite
T2T00_2	unassigned-0002466	56408	unassigned	chr21	13219	13219	1	satellite
T2T00_2	unassigned-0002151	79092	unassigned	chr19	79092	0	0	non_satellite
T2T00_2	unassigned-0002110	66163	unassigned	chr19	66124	66124	1	satellite
T2T00_2	unassigned-0002192	28100	unassigned	chr14	28100	28100	1	satellite
T2T00_2	unassigned-0002193	67352	unassigned	chr2	67351	0	0	non_satellite
T2T00_2	unassigned-0002152	63459	unassigned	chr17	63462	0	0	non_satellite
T2T00_2	unassigned-0002426	19364	unassigned	chr14	19472	19472	1	satellite
T2T00_2	unassigned-0002111	132064	unassigned	chr1	127302	0	0	non_satellite
T2T00_2	unassigned-0002153	96762	unassigned	chr16	96839	0	0	non_satellite
T2T00_2	unassigned-0002112	76660	unassigned	chr1	76668	0	0	non_satellite
T2T00_2	unassigned-0002194	79765	unassigned	chr12	64554	64554	1	satellite
T2T00_2	unassigned-0002154	27974	unassigned	chr5	27942	0	0	non_satellite
T2T00_2	unassigned-0002113	69216	unassigned	chr1	69180	0	0	non_satellite
T2T00_2	unassigned-0002195	139249	unassigned	chr12	139876	139876	1	satellite
T2T00_2	unassigned-0002196	21247	unassigned	chrX	21219	0	0	non_satellite
T2T00_2	unassigned-0002155	21392	unassigned	chr16	21383	0	0	non_satellite
T2T00_2	unassigned-0002115	51641	unassigned	chr5	51621	0	0	non_satellite
T2T00_2	unassigned-0002197	33531	unassigned	chr16	33514	0	0	non_satellite
T2T00_2	unassigned-0002156	63674	unassigned	chr16	63681	0	0	non_satellite
T2T00_2	unassigned-0002157	33587	unassigned	chr5	33492	0	0	non_satellite
T2T00_2	unassigned-0002116	20434	unassigned	chr5	20443	0	0	non_satellite
T2T00_2	unassigned-0002198	32798	unassigned	chr12	32800	0	0	non_satellite
T2T00_2	unassigned-0002158	38211	unassigned	chr5	38202	0	0	non_satellite
T2T00_2	unassigned-0002199	42691	unassigned	chr4	42692	0	0	non_satellite
T2T00_2	unassigned-0002117	102239	unassigned	chr2	102247	0	0	non_satellite
T2T00_2	unassigned-0002159	44011	unassigned	chr5	44007	0	0	non_satellite
T2T00_2	unassigned-0002118	45230	unassigned	chr5	45225	0	0	non_satellite
T2T00_2	unassigned-0002119	97389	unassigned	chr5	97375	0	0	non_satellite
T2T00_2	unassigned-0000890	95617	unassigned	chr2	95634	0	0	non_satellite
T2T00_2	unassigned-0000891	24225	unassigned	chr2	24228	0	0	non_satellite
T2T00_2	unassigned-0000892	153785	unassigned	chrX	153720	0	0	non_satellite
T2T00_2	unassigned-0000851	51126	unassigned	chr2	51112	51112	1	satellite
T2T00_2	unassigned-0000852	60976	unassigned	chr22	60998	60998	1	satellite
T2T00_2	unassigned-0000893	98606	unassigned	chr2	98614	0	0	non_satellite
T2T00_2	unassigned-0000853	50525	unassigned	chr20	50526	50526	1	satellite
T2T00_2	unassigned-0000894	84619	unassigned	chr2	84616	0	0	non_satellite
T2T00_2	unassigned-0000854	73590	unassigned	chr3	73559	0	0	non_satellite
T2T00_2	unassigned-0000895	57285	unassigned	chr2	57289	0	0	non_satellite
T2T00_2	unassigned-0000855	109146	unassigned	chr2	109560	109560	1	satellite
T2T00_2	unassigned-0000896	160725	unassigned	chr15	160734	0	0	non_satellite
T2T00_2	unassigned-0000856	97229	unassigned	chr3	97179	0	0	non_satellite
T2T00_2	unassigned-0003190	28714	unassigned	chr21	28670	28670	1	satellite
T2T00_2	unassigned-0000897	24041	unassigned	chr19	23986	0	0	non_satellite
T2T00_2	unassigned-0000857	108808	unassigned	chr3	108836	0	0	non_satellite
T2T00_2	unassigned-0000898	42104	unassigned	chr3	42098	0	0	non_satellite
T2T00_2	unassigned-0003150	75406	unassigned	chr16	75400	0	0	non_satellite
T2T00_2	unassigned-0000858	176709	unassigned	chr5	176667	0	0	non_satellite
T2T00_2	unassigned-0000899	101469	unassigned	chr3	101440	0	0	non_satellite
T2T00_2	unassigned-0000817	35224	unassigned	chr15	45881	45881	1	satellite
T2T00_2	unassigned-0000859	81925	unassigned	chr5	81903	0	0	non_satellite
T2T00_2	unassigned-0003193	188990	unassigned	chr16	188997	0	0	non_satellite
T2T00_2	unassigned-0000818	35054	unassigned	chr15	39129	39129	1	satellite
T2T00_2	unassigned-0003112	94111	unassigned	chr5	93986	0	0	non_satellite
T2T00_2	unassigned-0000819	159712	unassigned	chr14	282607	226214	0.800454	satellite
T2T00_2	unassigned-0003195	40349	unassigned	chr7	40236	0	0	non_satellite
T2T00_2	unassigned-0003113	32587	unassigned	chr5	32568	0	0	non_satellite
T2T00_2	unassigned-0003155	65171	unassigned	chr8	65235	0	0	non_satellite
T2T00_2	unassigned-0003114	29338	unassigned	chr5	29330	0	0	non_satellite
T2T00_2	unassigned-0003116	161402	unassigned	chr20	161773	0	0	non_satellite
T2T00_2	unassigned-0003199	120101	unassigned	chrX	120099	0	0	non_satellite
T2T00_2	unassigned-0003117	164345	unassigned	chr17	164333	0	0	non_satellite
T2T00_2	unassigned-0003118	160033	unassigned	chr21	10300	10300	1	satellite
T2T00_2	unassigned-0003119	30486	unassigned	chr4	30461	0	0	non_satellite
T2T00_2	haplotype2-0000620	114311	haplotype2	chr22	281012	108120	0.384752	non_satellite
T2T00_2	haplotype2-0000621	79634	haplotype2	chr22	238776	79592	0.333333	non_satellite
T2T00_2	haplotype2-0000622	98578	haplotype2	chr22	197016	98508	0.5	satellite
T2T00_2	haplotype2-0000623	79564	haplotype2	chr22	226995	75665	0.333333	non_satellite
T2T00_2	haplotype2-0000664	104987	haplotype2	chr1	105001	0	0	non_satellite
T2T00_2	haplotype2-0000665	54028	haplotype2	chr12	53357	53357	1	satellite
T2T00_2	unassigned-0001890	104043	unassigned	chr12	104040	0	0	non_satellite
T2T00_2	haplotype2-0000624	140148	haplotype2	chr15	303275	170353	0.561711	satellite
T2T00_2	unassigned-0001850	29664	unassigned	chr9	29653	0	0	non_satellite
T2T00_2	haplotype2-0000625	81963	haplotype2	chr15	79516	79516	1	satellite
T2T00_2	haplotype2-0000666	365873	haplotype2	chr12	264021	264021	1	satellite
T2T00_2	unassigned-0001891	59874	unassigned	chr12	59883	0	0	non_satellite
T2T00_2	haplotype2-0000626	188564	haplotype2	chr8	165724	0	0	non_satellite
T2T00_2	unassigned-0001810	127875	unassigned	chr20	127869	0	0	non_satellite
T2T00_2	unassigned-0001892	56715	unassigned	chr1	56649	0	0	non_satellite
T2T00_2	unassigned-0001811	217507	unassigned	chrX	230130	0	0	non_satellite
T2T00_2	haplotype2-0000627	95539	haplotype2	chr8	79127	0	0	non_satellite
T2T00_2	unassigned-0001852	27290	unassigned	chr16	27292	0	0	non_satellite
T2T00_2	haplotype1-0000390	113999	haplotype1	chr9	90711	90711	1	satellite
T2T00_2	haplotype2-0000628	115265	haplotype2	chr8	99750	0	0	non_satellite
