sample	source	chr	start	end	feature_type
T2T04_1	Nucflag	chr2	117921976	117928576	HET
T2T04_1	Nucflag	chr2	118120367	118135138	HET
T2T04_1	Nucflag	chr2	118269870	118292039	HET
T2T04_1	Nucflag	chr2	118501048	118546980	HET
T2T04_1	Nucflag	chr2	118554438	118615778	HET
T2T04_1	Nucflag	chr2	118602070	118671173	HET
T2T04_1	Nucflag	chr2	118684672	118726477	HET
T2T04_1	Nucflag	chr2	112225716	112239329	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	112239116	112288170	HET
T2T04_1	Nucflag	chr2	112288168	112312585	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	112312583	112355408	HET
T2T04_1	Nucflag	chr2	112719025	112752201	HET
T2T04_1	Nucflag	chr2	112904598	112924077	HET
T2T04_1	Nucflag	chr2	112978491	112986490	HET
T2T04_1	Nucflag	chr2	113618559	113623630	HET
T2T04_1	Nucflag	chr2	113726750	113775311	HET
T2T04_1	Nucflag	chr2	113781064	113785605	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	113806129	113838374	HET
T2T04_1	Nucflag	chr2	111043587	111048839	HET
T2T04_1	Nucflag	chr2	111117434	111155325	HET
T2T04_1	Nucflag	chr2	111163246	111228546	HET
T2T04_1	Nucflag	chr2	111217395	111359645	HET
T2T04_1	Nucflag	chr2	111349629	111379807	HET
T2T04_1	Nucflag	chr2	111468508	111485876	HET
T2T04_1	Nucflag	chr2	111545589	111594897	HET
T2T04_1	Nucflag	chr2	112129044	112146958	HET
T2T04_1	Nucflag	chr2	110473094	110475230	HET
T2T04_1	Nucflag	chr2	110473093	110535547	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	110575113	110644110	HET
T2T04_1	Nucflag	chr2	110781382	110826931	HET
T2T04_1	Nucflag	chr2	110898411	110935283	HET
T2T04_1	Nucflag	chr2	110942806	110998177	HET
T2T04_1	Nucflag	chr2	110827365	110833018	HET
T2T04_1	Nucflag	chr2	109663428	109683989	HET
T2T04_1	Nucflag	chr2	109713215	109743515	HET
T2T04_1	Nucflag	chr2	109800945	109859257	HET
T2T04_1	Nucflag	chr2	109892159	109965424	HET
T2T04_1	Nucflag	chr2	110016966	110041936	HET
T2T04_1	Nucflag	chr2	110059367	110067517	HET
T2T04_1	Nucflag	chr2	110279490	110293011	HET
T2T04_1	Nucflag	chr2	110351428	110382839	HET
T2T04_1	Nucflag	chr2	109599400	109609330	HET
T2T04_1	Nucflag	chr2	104698145	104741966	HET
T2T04_1	Nucflag	chr2	104808062	104816451	HET
T2T04_1	Nucflag	chr2	104925687	104942740	HET
T2T04_1	Nucflag	chr2	105081823	105128921	HET
T2T04_1	Nucflag	chr2	105143152	105217351	HET
T2T04_1	Nucflag	chr2	105237301	105325687	HET
T2T04_1	Nucflag	chr2	105890957	105907535	HET
T2T04_1	Nucflag	chr2	106004826	106013633	HET
T2T04_1	Nucflag	chr2	106040507	106072113	HET
T2T04_1	Nucflag	chr2	106109310	106128760	HET
T2T04_1	Nucflag	chr2	106139215	106188259	HET
T2T04_1	Nucflag	chr2	106369718	106383285	HET
T2T04_1	Nucflag	chr2	106391011	106429467	HET
T2T04_1	Nucflag	chr2	106674660	106736403	HET
T2T04_1	Nucflag	chr2	106768280	106771457	HET
T2T04_1	Nucflag	chr2	106798205	106811338	HET
T2T04_1	Nucflag	chr2	107106954	107133778	HET
T2T04_1	Nucflag	chr2	107150826	107203755	HET
T2T04_1	Nucflag	chr2	107254611	107312464	HET
T2T04_1	Nucflag	chr2	107417129	107445072	HET
T2T04_1	Nucflag	chr2	107548446	107556493	HET
T2T04_1	Nucflag	chr2	107670208	107697504	HET
T2T04_1	Nucflag	chr2	107722887	107736362	HET
T2T04_1	Nucflag	chr2	107734709	107749421	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	107753978	107768619	HET
T2T04_1	Nucflag	chr2	107821378	107835580	HET
T2T04_1	Nucflag	chr2	108187712	108250326	HET
T2T04_1	Nucflag	chr2	108256742	108268853	HET
T2T04_1	Nucflag	chr2	108321343	108338304	HET
T2T04_1	Nucflag	chr2	108370377	108382188	HET
T2T04_1	Nucflag	chr2	108623898	108628152	HET
T2T04_1	Nucflag	chr2	108831801	108866628	HET
T2T04_1	Nucflag	chr2	109167274	109178616	HET
T2T04_1	Nucflag	chr2	109430413	109447862	HET
T2T04_1	Nucflag	chr2	102969517	103005684	HET
T2T04_1	Nucflag	chr2	103213553	103238279	HET
T2T04_1	Nucflag	chr2	103271154	103296542	HET
T2T04_1	Nucflag	chr2	103311270	103371458	HET
T2T04_1	Nucflag	chr2	103355086	103375714	HET
T2T04_1	Nucflag	chr2	104141694	104145859	HET
T2T04_1	Nucflag	chr2	102092274	102118704	HET
T2T04_1	Nucflag	chr2	102136829	102195935	HET
T2T04_1	Nucflag	chr2	102299451	102329061	HET
T2T04_1	Nucflag	chr2	102338293	102357270	HET
T2T04_1	Nucflag	chr2	102369182	102400230	HET
T2T04_1	Nucflag	chr2	102419093	102440950	HET
T2T04_1	Nucflag	chr2	102532933	102588955	HET
T2T04_1	Nucflag	chr2	102601722	102625006	HET
T2T04_1	Nucflag	chr2	102741088	102804321	HET
T2T04_1	Nucflag	chr2	98071150	98074019	HET
T2T04_1	Nucflag	chr2	98030857	98037306	HET
T2T04_1	Nucflag	chr2	98102191	98123741	HET
T2T04_1	Nucflag	chr2	98112817	98128464	HET
T2T04_1	Nucflag	chr2	98259217	98271804	HET
T2T04_1	Nucflag	chr2	98715965	98746057	HET
T2T04_1	Nucflag	chr2	98746055	98773710	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	98773708	98813437	HET
T2T04_1	Nucflag	chr2	98822460	98932372	HET
T2T04_1	Nucflag	chr2	98963780	99015609	HET
T2T04_1	Nucflag	chr2	99027572	99046840	HET
T2T04_1	Nucflag	chr2	99231688	99247918	HET
T2T04_1	Nucflag	chr2	99271006	99339272	HET
T2T04_1	Nucflag	chr2	99389601	99457402	HET
T2T04_1	Nucflag	chr2	99475520	99499538	HET
T2T04_1	Nucflag	chr2	99669814	99693031	HET
T2T04_1	Nucflag	chr2	99727697	99741963	HET
T2T04_1	Nucflag	chr2	99804371	99828385	HET
T2T04_1	Nucflag	chr2	100239863	100247331	HET
T2T04_1	Nucflag	chr2	100301219	100319986	HET
T2T04_1	Nucflag	chr2	100384764	100388621	HET
T2T04_1	Nucflag	chr2	100493509	100514267	HET
T2T04_1	Nucflag	chr2	100570324	100598500	HET
T2T04_1	Nucflag	chr2	100631789	100638732	HET
T2T04_1	Nucflag	chr2	100828066	100881119	HET
T2T04_1	Nucflag	chr2	100885213	100908984	HET
T2T04_1	Nucflag	chr2	101196364	101204119	HET
T2T04_1	Nucflag	chr2	101443430	101452859	HET
T2T04_1	Nucflag	chr2	101490813	101502846	HET
T2T04_1	Nucflag	chr2	101558519	101565513	HET
T2T04_1	Nucflag	chr2	101608133	101617069	HET
T2T04_1	Nucflag	chr2	96624363	96634262	HET
T2T04_1	Nucflag	chr2	96958011	96966822	HET
T2T04_1	Nucflag	chr2	96974132	96985185	HET
T2T04_1	Nucflag	chr2	97328701	97344037	HET
T2T04_1	Nucflag	chr2	97468255	97477923	HET
T2T04_1	Nucflag	chr2	97526382	97547084	HET
T2T04_1	Nucflag	chr2	96306074	96321688	HET
T2T04_1	Nucflag	chr2	96334532	96344930	HET
T2T04_1	Nucflag	chr2	96435199	96473755	HET
T2T04_1	Nucflag	chr2	96525578	96539331	HET
T2T04_1	Nucflag	chr2	96160134	96165211	HET
T2T04_1	Nucflag	chr2	96222319	96236383	HET
T2T04_1	Nucflag	chr2	95976841	96011588	HET
T2T04_1	Nucflag	chr2	94887378	94897249	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	94933173	94938655	HET
T2T04_1	Nucflag	chr2	94960088	94966946	HET
T2T04_1	Nucflag	chr2	95503631	95512641	HET
T2T04_1	Nucflag	chr2	94960524	95001412	HET_windowed
T2T04_1	Nucflag	chr2	91983690	92009093	HET
T2T04_1	Nucflag	chr2	92025605	92029273	HET
T2T04_1	Nucflag	chr2	91569722	91575306	HET_windowed
T2T04_1	Nucflag	chr2	90279986	90302488	HET
T2T04_1	Nucflag	chr2	90317476	90322540	HET
T2T04_1	Nucflag	chr2	89505691	89508676	HET
T2T04_1	Nucflag	chr2	89710611	89733463	HET
T2T04_1	Nucflag	chr2	89786914	89792287	HET
T2T04_1	Nucflag	chr2	89816107	89842235	HET
T2T04_1	Nucflag	chr2	87549113	87570587	HET
T2T04_1	Nucflag	chr2	88289515	88302557	HET
T2T04_1	Nucflag	chr2	88729316	88772847	HET
T2T04_1	Nucflag	chr2	88761043	88811358	HET
T2T04_1	Nucflag	chr2	88835678	88852619	HET
T2T04_1	Nucflag	chr2	88879421	88891183	HET
T2T04_1	Nucflag	chr2	88908514	88909710	HET
T2T04_1	Nucflag	chr2	88981873	89016954	HET
T2T04_1	Nucflag	chr2	89039001	89103163	HET
T2T04_1	Nucflag	chr2	89090108	89091321	HET
T2T04_1	Nucflag	chr2	89062203	89073676	HET
T2T04_1	Nucflag	chr2	89109375	89140664	HET
T2T04_1	Nucflag	chr2	89145933	89170804	HET
T2T04_1	Nucflag	chr2	89498764	89534251	HET
T2T04_1	Nucflag	chr2	89672165	89689368	HET
T2T04_1	Nucflag	chr2	86916520	86970069	HET
T2T04_1	Nucflag	chr2	86994339	87020419	HET
T2T04_1	Nucflag	chr2	87078503	87093865	HET
T2T04_1	Nucflag	chr2	87093863	87095867	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	87095865	87140995	HET
T2T04_1	Nucflag	chr2	87293890	87322113	HET
T2T04_1	Nucflag	chr2	87332138	87338886	HET
T2T04_1	Nucflag	chr2	87359857	87371873	HET
T2T04_1	Nucflag	chr2	84968434	84982866	HET
T2T04_1	Nucflag	chr2	85249572	85264590	HET
T2T04_1	Nucflag	chr2	85358787	85394671	HET
T2T04_1	Nucflag	chr2	85521489	85532031	HET
T2T04_1	Nucflag	chr2	85532029	85545300	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	85545298	85586846	HET
T2T04_1	Nucflag	chr2	85597658	85659879	HET
T2T04_1	Nucflag	chr2	85699193	85726953	HET
T2T04_1	Nucflag	chr2	85739400	85800126	HET
T2T04_1	Nucflag	chr2	85807079	85812548	HET
T2T04_1	Nucflag	chr2	85849007	85869170	HET
T2T04_1	Nucflag	chr2	85874487	85904863	HET
T2T04_1	Nucflag	chr2	85945040	85981124	HET
T2T04_1	Nucflag	chr2	85987353	86006804	HET
T2T04_1	Nucflag	chr2	86187751	86200894	HET
T2T04_1	Nucflag	chr2	86223390	86299568	HET
T2T04_1	Nucflag	chr2	86285940	86299567	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	86285939	86336482	HET
T2T04_1	Nucflag	chr2	86371993	86417156	HET
T2T04_1	Nucflag	chr2	86620228	86650411	HET
T2T04_1	Nucflag	chr2	86703214	86734203	HET
T2T04_1	Nucflag	chr2	70551700	70562042	HET
T2T04_1	Nucflag	chr2	73774909	73786938	HET
T2T04_1	Nucflag	chr2	73802226	73822572	HET
T2T04_1	Nucflag	chr2	74804967	74822964	HET
T2T04_1	Nucflag	chr2	75268563	75295402	HET
T2T04_1	Nucflag	chr2	75351420	75408393	HET
T2T04_1	Nucflag	chr2	75411173	75416421	HET
T2T04_1	Nucflag	chr2	75426005	75445051	HET
T2T04_1	Nucflag	chr2	75584615	75604964	HET
T2T04_1	Nucflag	chr2	75624936	75650093	HET
T2T04_1	Nucflag	chr2	75675092	75684427	HET
T2T04_1	Nucflag	chr2	76216297	76272864	HET
T2T04_1	Nucflag	chr2	76247460	76251145	HET
T2T04_1	Nucflag	chr2	76383010	76396716	HET
T2T04_1	Nucflag	chr2	76503228	76513210	HET
T2T04_1	Nucflag	chr2	76587872	76600738	HET
T2T04_1	Nucflag	chr2	76612595	76665260	HET
T2T04_1	Nucflag	chr2	77169387	77221523	HET
T2T04_1	Nucflag	chr2	77287094	77307306	HET
T2T04_1	Nucflag	chr2	77676122	77693304	HET
T2T04_1	Nucflag	chr2	77756395	77762519	HET
T2T04_1	Nucflag	chr2	77848493	77854797	HET
T2T04_1	Nucflag	chr2	77879710	77899212	HET
T2T04_1	Nucflag	chr2	78320147	78350223	HET
T2T04_1	Nucflag	chr2	78388776	78391422	HET
T2T04_1	Nucflag	chr2	78417476	78424265	HET
T2T04_1	Nucflag	chr2	78628465	78682706	HET
T2T04_1	Nucflag	chr2	79041961	79067520	HET
T2T04_1	Nucflag	chr2	79093907	79116061	HET
T2T04_1	Nucflag	chr2	79134351	79138440	HET
T2T04_1	Nucflag	chr2	79187311	79189565	HET
T2T04_1	Nucflag	chr2	79258557	79264166	HET
T2T04_1	Nucflag	chr2	79923459	79933990	HET
T2T04_1	Nucflag	chr2	79950439	79983933	HET
T2T04_1	Nucflag	chr2	80205842	80211800	HET
T2T04_1	Nucflag	chr2	80542066	80544975	HET
T2T04_1	Nucflag	chr2	81027054	81034337	HET
T2T04_1	Nucflag	chr2	80995285	81015970	HET
T2T04_1	Nucflag	chr2	81110334	81127485	HET
T2T04_1	Nucflag	chr2	81230185	81257455	HET
T2T04_1	Nucflag	chr2	81628347	81634371	HET
T2T04_1	Nucflag	chr2	81830164	81843817	HET
T2T04_1	Nucflag	chr2	81877833	81880861	HET
T2T04_1	Nucflag	chr2	81911121	81926724	HET
T2T04_1	Nucflag	chr2	82090858	82107794	HET
T2T04_1	Nucflag	chr2	82122517	82125236	HET
T2T04_1	Nucflag	chr2	82409600	82420504	HET
T2T04_1	Nucflag	chr2	83810973	83854553	HET
T2T04_1	Nucflag	chr2	83880267	83893265	HET
T2T04_1	Nucflag	chr2	83917548	83954408	HET
T2T04_1	Nucflag	chr2	83966118	83997602	HET
T2T04_1	Nucflag	chr2	84016568	84020429	HET
T2T04_1	Nucflag	chr2	84301091	84326319	HET
T2T04_1	Nucflag	chr2	84394577	84448061	HET
T2T04_1	Nucflag	chr2	68685758	68708369	HET
T2T04_1	Nucflag	chr2	69044152	69058506	HET
T2T04_1	Nucflag	chr2	69070672	69076165	HET
T2T04_1	Nucflag	chr2	69122950	69136508	HET
T2T04_1	Nucflag	chr2	69154870	69183391	HET
T2T04_1	Nucflag	chr2	69294258	69306112	HET
T2T04_1	Nucflag	chr2	69350085	69375034	HET
T2T04_1	Nucflag	chr2	69395339	69423902	HET
T2T04_1	Nucflag	chr2	69566176	69600887	HET
T2T04_1	Nucflag	chr2	69689678	69736380	HET
T2T04_1	Nucflag	chr2	70014687	70032412	HET
T2T04_1	Nucflag	chr2	70174189	70182884	HET
T2T04_1	Nucflag	chr2	70201461	70225141	HET
T2T04_1	Nucflag	chr2	60519639	60520381	HET
T2T04_1	Nucflag	chr2	60622754	60628858	HET
T2T04_1	Nucflag	chr2	60661196	60684144	HET
T2T04_1	Nucflag	chr2	60981162	61086699	HET
T2T04_1	Nucflag	chr2	61406788	61437113	HET
T2T04_1	Nucflag	chr2	61516765	61519674	HET
T2T04_1	Nucflag	chr2	61662691	61690308	HET
T2T04_1	Nucflag	chr2	61771160	61784396	HET
T2T04_1	Nucflag	chr2	62373297	62392816	HET
T2T04_1	Nucflag	chr2	62519348	62543098	HET
T2T04_1	Nucflag	chr2	62571284	62577850	HET
T2T04_1	Nucflag	chr2	62625399	62650292	HET
T2T04_1	Nucflag	chr2	62702674	62740036	HET
T2T04_1	Nucflag	chr2	62764791	62783509	HET
T2T04_1	Nucflag	chr2	62866980	62908571	HET
T2T04_1	Nucflag	chr2	62936941	62956398	HET
T2T04_1	Nucflag	chr2	63010151	63028662	HET
T2T04_1	Nucflag	chr2	63239616	63246823	HET
T2T04_1	Nucflag	chr2	63393493	63400480	HET
T2T04_1	Nucflag	chr2	63380503	63450886	HET
T2T04_1	Nucflag	chr2	63513193	63519265	HET
T2T04_1	Nucflag	chr2	63544365	63605549	HET
T2T04_1	Nucflag	chr2	63643924	63646482	HET
T2T04_1	Nucflag	chr2	63952157	63969913	HET
T2T04_1	Nucflag	chr2	64030230	64078387	HET
T2T04_1	Nucflag	chr2	64243984	64276214	HET
T2T04_1	Nucflag	chr2	64300134	64308343	HET
T2T04_1	Nucflag	chr2	64485575	64488886	HET
T2T04_1	Nucflag	chr2	64522663	64541134	HET
T2T04_1	Nucflag	chr2	64726671	64751207	HET
T2T04_1	Nucflag	chr2	64787490	64825964	HET
T2T04_1	Nucflag	chr2	64882988	64903435	HET
T2T04_1	Nucflag	chr2	64928593	64944277	HET
T2T04_1	Nucflag	chr2	64983069	64988263	HET
T2T04_1	Nucflag	chr2	65018324	65051219	HET
T2T04_1	Nucflag	chr2	65464356	65524252	HET
T2T04_1	Nucflag	chr2	65719506	65737021	HET
T2T04_1	Nucflag	chr2	66296264	66321297	HET
T2T04_1	Nucflag	chr2	66354246	66394659	HET
T2T04_1	Nucflag	chr2	66514698	66553928	HET
T2T04_1	Nucflag	chr2	66568038	66601942	HET
T2T04_1	Nucflag	chr2	67245576	67347180	HET
T2T04_1	Nucflag	chr2	67521373	67533587	HET
T2T04_1	Nucflag	chr2	67733069	67741680	HET
T2T04_1	Nucflag	chr2	67832174	67846650	HET
T2T04_1	Nucflag	chr2	67907639	67937268	HET
T2T04_1	Nucflag	chr2	68003013	68015402	HET
T2T04_1	Nucflag	chr2	68105831	68123719	HET
T2T04_1	Nucflag	chr2	57265230	57298510	HET
T2T04_1	Nucflag	chr2	57322277	57325041	HET
T2T04_1	Nucflag	chr2	58078519	58085037	HET
T2T04_1	Nucflag	chr2	58314441	58340562	HET
T2T04_1	Nucflag	chr2	58357998	58407327	HET
T2T04_1	Nucflag	chr2	58389125	58468506	HET
T2T04_1	Nucflag	chr2	58656939	58719630	HET
T2T04_1	Nucflag	chr2	59404664	59406375	HET
T2T04_1	Nucflag	chr2	59431186	59436312	HET
T2T04_1	Nucflag	chr2	59761032	59764504	HET
T2T04_1	Nucflag	chr2	59899271	59938469	HET
T2T04_1	Nucflag	chr2	59962504	59995380	HET
T2T04_1	Nucflag	chr2	60111889	60141000	HET
T2T04_1	Nucflag	chr2	60086978	60100453	HET
T2T04_1	Nucflag	chr2	60407336	60450943	HET
T2T04_1	Nucflag	chr2	55478449	55545305	HET
T2T04_1	Nucflag	chr2	55551915	55554857	HET
T2T04_1	Nucflag	chr2	55622136	55638713	HET
T2T04_1	Nucflag	chr2	55926604	55935601	HET
T2T04_1	Nucflag	chr2	56015932	56063027	HET
T2T04_1	Nucflag	chr2	56229856	56232444	HET
T2T04_1	Nucflag	chr2	56701653	56707452	HET
T2T04_1	Nucflag	chr2	56741320	56769949	HET
T2T04_1	Nucflag	chr2	57064962	57083543	HET
T2T04_1	Nucflag	chr2	53163039	53215659	HET
T2T04_1	Nucflag	chr2	53275078	53283444	HET
T2T04_1	Nucflag	chr2	53409175	53439265	HET
T2T04_1	Nucflag	chr2	53667321	53687114	HET
T2T04_1	Nucflag	chr2	53786788	53824638	HET
T2T04_1	Nucflag	chr2	53864607	53871785	HET
T2T04_1	Nucflag	chr2	53885917	53921269	HET
T2T04_1	Nucflag	chr2	53943749	53951207	HET
T2T04_1	Nucflag	chr2	54682238	54747246	HET
T2T04_1	Nucflag	chr2	54982322	55017316	HET
T2T04_1	Nucflag	chr2	54986453	54999391	HET
T2T04_1	Nucflag	chr2	55264477	55293524	HET
T2T04_1	Nucflag	chr2	55296023	55331710	HET
T2T04_1	Nucflag	chr2	51617571	51717800	HET
T2T04_1	Nucflag	chr2	51774706	51778390	HET
T2T04_1	Nucflag	chr2	51814574	51829030	HET
T2T04_1	Nucflag	chr2	51842142	51857157	HET
T2T04_1	Nucflag	chr2	51867300	52004042	HET
T2T04_1	Nucflag	chr2	36708045	36768702	HET
T2T04_1	Nucflag	chr2	36907324	36949240	HET
T2T04_1	Nucflag	chr2	39255776	39262276	HET
T2T04_1	Nucflag	chr2	39837758	39879243	HET
T2T04_1	Nucflag	chr2	40549392	40573202	HET
T2T04_1	Nucflag	chr2	40591282	40596149	HET
T2T04_1	Nucflag	chr2	40607418	40617381	HET
T2T04_1	Nucflag	chr2	40641309	40660666	HET
T2T04_1	Nucflag	chr2	40675385	40686890	HET
T2T04_1	Nucflag	chr2	40799460	40804220	HET
T2T04_1	Nucflag	chr2	40859431	40905565	HET
T2T04_1	Nucflag	chr2	40893803	40948038	HET
T2T04_1	Nucflag	chr2	40971689	41012161	HET
T2T04_1	Nucflag	chr2	41064039	41077829	HET
T2T04_1	Nucflag	chr2	41184542	41215799	HET
T2T04_1	Nucflag	chr2	41219879	41226029	HET
T2T04_1	Nucflag	chr2	41265357	41309272	HET
T2T04_1	Nucflag	chr2	41497650	41519575	HET
T2T04_1	Nucflag	chr2	41589579	41620445	HET
T2T04_1	Nucflag	chr2	41624607	41633713	HET
T2T04_1	Nucflag	chr2	41734406	41763948	HET
T2T04_1	Nucflag	chr2	41893105	41921226	HET
T2T04_1	Nucflag	chr2	42060132	42079198	HET
T2T04_1	Nucflag	chr2	42173322	42175551	HET
T2T04_1	Nucflag	chr2	42199585	42218328	HET
T2T04_1	Nucflag	chr2	42559015	42602735	HET
T2T04_1	Nucflag	chr2	42680880	42725211	HET
T2T04_1	Nucflag	chr2	42817779	42913930	HET
T2T04_1	Nucflag	chr2	42973420	43025658	HET
T2T04_1	Nucflag	chr2	43046974	43062898	HET
T2T04_1	Nucflag	chr2	43138581	43146416	HET
T2T04_1	Nucflag	chr2	43158843	43185538	HET
T2T04_1	Nucflag	chr2	43207246	43216171	HET
T2T04_1	Nucflag	chr2	43256841	43270264	HET
T2T04_1	Nucflag	chr2	43306190	43318792	HET
T2T04_1	Nucflag	chr2	43364005	43382873	HET
T2T04_1	Nucflag	chr2	43517262	43532358	HET
T2T04_1	Nucflag	chr2	43570987	43578272	HET
T2T04_1	Nucflag	chr2	43627880	43635424	HET
T2T04_1	Nucflag	chr2	43711478	43741672	HET
T2T04_1	Nucflag	chr2	43776450	43801179	HET
T2T04_1	Nucflag	chr2	43795183	43801178	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	43795182	43840569	HET
T2T04_1	Nucflag	chr2	43885707	43908277	HET
T2T04_1	Nucflag	chr2	43945591	44066450	HET
T2T04_1	Nucflag	chr2	44073406	44119837	HET
T2T04_1	Nucflag	chr2	44216011	44252222	HET
T2T04_1	Nucflag	chr2	44318090	44356584	HET
T2T04_1	Nucflag	chr2	44459421	44463346	HET
T2T04_1	Nucflag	chr2	44577559	44592092	HET
T2T04_1	Nucflag	chr2	44599361	44609950	HET
T2T04_1	Nucflag	chr2	44664969	44695943	HET
T2T04_1	Nucflag	chr2	44713661	44725813	HET
T2T04_1	Nucflag	chr2	44792671	44821675	HET
T2T04_1	Nucflag	chr2	44834347	44906029	HET
T2T04_1	Nucflag	chr2	44914306	44943179	HET
T2T04_1	Nucflag	chr2	45072412	45073069	HET
T2T04_1	Nucflag	chr2	45100860	45131139	HET
T2T04_1	Nucflag	chr2	45190578	45192406	HET
T2T04_1	Nucflag	chr2	45265985	45273275	HET
T2T04_1	Nucflag	chr2	45302874	45311997	HET
T2T04_1	Nucflag	chr2	45346492	45375199	HET
T2T04_1	Nucflag	chr2	45383226	45424187	HET
T2T04_1	Nucflag	chr2	45448716	45468615	HET
T2T04_1	Nucflag	chr2	45632480	45636626	HET
T2T04_1	Nucflag	chr2	45876027	45888956	HET
T2T04_1	Nucflag	chr2	46037068	46060728	HET
T2T04_1	Nucflag	chr2	46106338	46135646	HET
T2T04_1	Nucflag	chr2	46161036	46164437	HET
T2T04_1	Nucflag	chr2	46284025	46310780	HET
T2T04_1	Nucflag	chr2	46625721	46659461	HET
T2T04_1	Nucflag	chr2	46726647	46758534	HET
T2T04_1	Nucflag	chr2	47092825	47110624	HET
T2T04_1	Nucflag	chr2	47291298	47311497	HET
T2T04_1	Nucflag	chr2	47354976	47364979	HET
T2T04_1	Nucflag	chr2	47425155	47436774	HET
T2T04_1	Nucflag	chr2	47803846	47816947	HET
T2T04_1	Nucflag	chr2	47988827	48015918	HET
T2T04_1	Nucflag	chr2	48720686	48748513	HET
T2T04_1	Nucflag	chr2	48868383	48926448	HET
T2T04_1	Nucflag	chr2	48942509	48948756	HET
T2T04_1	Nucflag	chr2	48981818	49005736	HET
T2T04_1	Nucflag	chr2	49076075	49095825	HET
T2T04_1	Nucflag	chr2	49139789	49175846	HET
T2T04_1	Nucflag	chr2	49333172	49347407	HET
T2T04_1	Nucflag	chr2	49394516	49399153	HET
T2T04_1	Nucflag	chr2	49611745	49623550	HET
T2T04_1	Nucflag	chr2	49668048	49757096	HET
T2T04_1	Nucflag	chr2	49799476	49827291	HET
T2T04_1	Nucflag	chr2	49835582	49851552	HET
T2T04_1	Nucflag	chr2	49880255	49920790	HET
T2T04_1	Nucflag	chr2	49933551	49942699	HET
T2T04_1	Nucflag	chr2	49953314	49988724	HET
T2T04_1	Nucflag	chr2	50271861	50297444	HET
T2T04_1	Nucflag	chr2	50864811	50885510	HET
T2T04_1	Nucflag	chr2	50897123	50924760	HET
T2T04_1	Nucflag	chr2	51049368	51077052	HET
T2T04_1	Nucflag	chr2	51103684	51131078	HET
T2T04_1	Nucflag	chr2	51168772	51194955	HET
T2T04_1	Nucflag	chr2	51353892	51363178	HET
T2T04_1	Nucflag	chr2	51401435	51424953	HET
T2T04_1	Nucflag	chr2	51389621	51436869	HET
T2T04_1	Nucflag	chr2	51472744	51483542	HET
T2T04_1	Nucflag	chr2	35992742	36005819	HET
T2T04_1	Nucflag	chr2	33760043	33770003	HET
T2T04_1	Nucflag	chr2	33887740	33901501	HET
T2T04_1	Nucflag	chr2	33901499	33908817	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	33908815	33977755	HET
T2T04_1	Nucflag	chr2	34017079	34041522	HET
T2T04_1	Nucflag	chr2	34161612	34171669	HET
T2T04_1	Nucflag	chr2	34398634	34417077	HET
T2T04_1	Nucflag	chr2	34652936	34675925	HET
T2T04_1	Nucflag	chr2	34683062	34700559	HET
T2T04_1	Nucflag	chr2	34750158	34773089	HET
T2T04_1	Nucflag	chr2	34968761	35038524	HET
T2T04_1	Nucflag	chr2	35007325	35026894	HET
T2T04_1	Nucflag	chr2	34995443	35051251	HET
T2T04_1	Nucflag	chr2	35132589	35145344	HET
T2T04_1	Nucflag	chr2	35234044	35237179	HET
T2T04_1	Nucflag	chr2	35270198	35281720	HET
T2T04_1	Nucflag	chr2	35341488	35400660	HET
T2T04_1	Nucflag	chr2	35652930	35690462	HET
T2T04_1	Nucflag	chr2	35714636	35799965	HET
T2T04_1	Nucflag	chr2	32315615	32337548	HET
T2T04_1	Nucflag	chr2	32342881	32349669	COLLAPSE_OTHER
T2T04_1	Nucflag	chr2	32345847	32373729	HET
T2T04_1	Nucflag	chr2	32749990	32769428	HET
T2T04_1	Nucflag	chr2	32780268	32790398	HET
T2T04_1	Nucflag	chr2	32967582	32982146	HET
T2T04_1	Nucflag	chr2	33236179	33278283	HET
T2T04_1	Nucflag	chr2	33381703	33401126	HET
T2T04_1	Nucflag	chr2	33434755	33468488	HET
T2T04_1	Nucflag	chr2	33487249	33495317	HET
T2T04_1	Nucflag	chr2	33548916	33556718	HET
T2T04_1	Nucflag	chr2	29956052	30024314	HET
T2T04_1	Nucflag	chr2	30345925	30357510	HET
T2T04_1	Nucflag	chr2	30482772	30502055	HET
T2T04_1	Nucflag	chr2	30631428	30639537	HET
T2T04_1	Nucflag	chr2	30729280	30749281	HET
T2T04_1	Nucflag	chr2	30936746	30953520	HET
T2T04_1	Nucflag	chr2	31044436	31057995	HET
T2T04_1	Nucflag	chr2	31103069	31131927	HET
T2T04_1	Nucflag	chr2	31151564	31154989	HET
T2T04_1	Nucflag	chr2	31156996	31193862	HET
