#Subpopulation order/codes: AFR=0	AMR=1	EAS=2	EUR=3	SAS=4
#chm	spos	epos	sgpos	egpos	n snps	T2T00.0	T2T00.1	T2T00_1.0	T2T00_1.1	T2T00_2.0	T2T00_2.1	T2T04.0	T2T04.1	T2T04_1.0	T2T04_1.1	T2T04_2.0	T2T04_2.1	T2T01.0	T2T01.1	T2T02.0	T2T02.1	T2T03.0	T2T03.1	T2T05.0	T2T05.1	T2T06.0	T2T06.1	T2T07.0	T2T07.1	T2T08.0	T2T08.1	T2T09.0	T2T09.1	T2T10.0	T2T10.1	T2T11.0	T2T11.1	T2T12.0	T2T12.1	T2T13.0	T2T13.1	T2T15.0	T2T15.1	T2T16.0	T2T16.1	T2T17.0	T2T17.1	T2T18.0	T2T18.1	T2T19.0	T2T19.1
chr2	53630754	61659855	85.69	92.89	320826	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	61659855	64879803	92.89	95.59	110043	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	64879803	65499746	95.59	96.35	23479	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	65499746	65588805	96.35	96.6	3556	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	65588805	65881496	96.6	97.17	11221	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	0	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	65881496	66505654	97.17	97.81	21985	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	66505654	77164533	97.81	111.56	397591	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	77164533	77857462	111.56	112.72	29120	3	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	77857462	79406321	112.72	114.53	65197	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	79406321	98836449	114.53	122.66	424144	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	98836449	105033161	122.66	126.55	228864	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	105033161	105921263	126.55	127.8	33280	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	105921263	107522880	127.8	129.41	58641	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	107522880	114970686	129.41	135.42	208326	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	114970686	122980993	135.42	142.43	304674	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	122980993	132830186	142.43	151.15	343823	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	132830186	147978146	151.15	164.22	559002	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	147978146	148896341	164.22	164.56	30185	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	148896341	152042725	164.56	167.28	112484	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	152042725	153601064	167.28	168.45	55164	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	2	2
chr2	153601064	174539683	168.45	189.06	737129	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	174539683	180279874	189.06	194.64	197750	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	4	2
chr2	180279874	182620909	194.64	196.51	84264	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	4	2
chr2	182620909	185870507	196.51	198.56	119898	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	4	2
chr2	185870507	192420205	198.56	202.53	229563	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	192420205	196759287	202.53	205.32	156808	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	196759287	197762289	205.32	206.05	32699	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	197762289	201195772	206.05	208.14	114900	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	201195772	204434105	208.14	210.05	106436	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	2	2
chr2	204434105	204979674	210.05	211.09	20068	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	204979674	206125507	211.09	212.51	43192	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	206125507	211993677	212.51	218.31	209134	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	211993677	214623796	218.31	221.04	100340	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	214623796	215194186	221.04	221.6	20829	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	215194186	216379861	221.6	223.26	43569	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	4	4	1	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	216379861	216492522	223.26	223.92	4048	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	216492522	217176249	223.92	224.87	24888	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	217176249	220219391	224.87	228.77	111618	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	220219391	220412784	228.77	229.61	7329	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	220412784	220537290	229.61	229.87	4541	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	220537290	221066273	229.87	230.42	21072	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	221066273	222302047	230.42	232.4	47896	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	222302047	223793960	232.4	234.37	55028	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	223793960	225605376	234.37	236.24	66757	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	225605376	226816278	236.24	237.14	44290	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	226816278	230156220	237.14	242.6	126303	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	230156220	234279097	242.6	248.52	151459	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	234279097	234522852	248.52	249.36	9906	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	234522852	235378349	249.36	252.14	35034	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	235378349	235523997	252.14	252.74	6189	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	235523997	235621600	252.74	253.44	4162	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	0	3	3	3	3	2	2
chr2	235621600	237259175	253.44	256.75	70768	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	237259175	237933472	256.75	258.13	27904	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	0	3	3	3	3	2	2
chr2	237933472	239898896	258.13	262.59	82554	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr2	239898896	240198102	262.59	263.65	13809	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	0	3	3	3	3	3	3	3	2	2
chr2	240198102	242680203	263.65	268.84	99481	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	3445	178928	0.0	0.29	8573	3	3	3	3	3	3	3	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	2	2	2	3	3	4	3	3	3	3	3	2	2
chr3	178928	1632468	0.29	3.41	68328	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	2	2	2	3	3	4	3	3	3	3	3	2	2
chr3	1632468	1660286	3.41	3.56	1314	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	4	3	3	3	3	3	2	2
chr3	1660286	4829687	3.56	13.78	146445	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	4829687	6674609	13.78	18.98	83781	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	6674609	7321837	18.98	20.78	28648	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	7321837	8753586	20.78	24.78	60705	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	8753586	9294096	24.78	26.16	21139	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	9294096	9600802	26.16	26.49	11882	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	9600802	13537709	26.49	33.43	149943	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	13537709	14778585	33.43	36.29	48948	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	2	2	2
chr3	14778585	14779162	36.29	36.37	29	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	14779162	15303319	36.37	36.89	19001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	15303319	16096438	36.89	37.41	28473	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	16096438	18847997	37.41	39.94	96857	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	18847997	21438786	39.94	42.44	96261	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	21438786	22380665	42.44	45.01	48512	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	22380665	23637341	45.01	46.21	49445	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	2	2
chr3	23637341	23768492	46.21	46.8	5184	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	2	2
chr3	23768492	24721096	46.8	48.4	36813	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	24721096	26838813	48.4	51.4	88778	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	26838813	30229803	51.4	56.55	129098	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	30229803	31027112	56.55	57.82	31346	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	31027112	31872759	57.82	59.24	32315	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	31872759	35989539	59.24	63.15	150563	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	35989539	36792401	63.15	63.89	28583	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	0	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	36792401	60864868	63.89	84.52	836037	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	60864868	61337038	84.52	85.12	17680	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	61337038	61723947	85.12	85.71	15830	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	61723947	62015457	85.71	86.12	12545	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	1	3	4	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	62015457	62108563	86.12	86.35	4334	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	62108563	62646127	86.35	87.51	20607	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	62646127	63495699	87.51	89.0	35903	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	4	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	63495699	63496096	89.0	89.05	25	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	3	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	63496096	71865536	89.05	101.66	333161	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	71865536	72323919	101.66	103.09	18045	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	72323919	77158066	103.09	109.7	184851	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	77158066	88401797	109.7	113.93	442942	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	88401797	91992476	113.93	114.73	105274	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	4	4	3	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	91992476	103579860	114.73	118.28	276230	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	103579860	105838045	118.28	119.59	78369	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	105838045	109423039	119.59	122.97	142828	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	109423039	111639072	122.97	124.74	75487	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	1	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	111639072	115455629	124.74	127.23	134386	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	115455629	116654867	127.23	128.47	40881	3	0	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	116654867	117135642	128.47	128.96	15670	3	0	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	117135642	119380763	128.96	131.33	75706	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	1	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	119380763	130488299	131.33	142.49	396380	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	130488299	144051888	142.49	154.13	466971	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	144051888	144367929	154.13	154.4	10541	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	4	4	1	0	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	144367929	146561714	154.4	157.48	76069	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	4	4	1	0	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	146561714	148458224	157.48	158.68	72614	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	148458224	151378025	158.68	161.37	109480	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	0	4	4	1	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr3	151378025	151388684	161.37	161.58	469	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	4	4	1	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2
chr3	151388684	153708212	161.58	165.29	81669	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	153708212	156115552	165.29	167.45	84230	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	0	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	156115552	157771683	167.45	168.57	59036	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	157771683	162808292	168.57	172.01	172475	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	162808292	163459367	172.01	172.32	23119	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	163459367	172261003	172.32	176.37	329727	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	172261003	174754622	176.37	179.06	87299	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
chr3	174754622	174799987	179.06	179.19	1661	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1	4	4	1	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
