sample	chromosome	haplotype	contig	start	end	length	strand
T2T17	chr6	haplotype1	haplotype1-0000024	57361565	63542405	6180840	+
T2T17	chr6	haplotype2	haplotype2-0000083	57276189	62790780	5514591	+
T2T17	chr7	haplotype1	haplotype1-0000017	95346761	103044513	7697752	-
T2T17	chr7	haplotype2	haplotype2-0000070	96025991	104938044	8912053	-
T2T17	chr8	haplotype1	haplotype1-0000016	98382744	104221139	5838395	-
T2T17	chr8	haplotype2	haplotype2-0000079	98494730	105334986	6840256	-
T2T17	chr9	haplotype1	haplotype1-0000003	90223696	99876420	9652724	-
T2T17	chr9	haplotype2	haplotype2-0000064	86208154	94948654	8740500	-
T2T17	chrX	haplotype2	haplotype2-0000066	92089850	97564240	5474390	-
T2T17	chrY	haplotype1	haplotype1-0000020	9043784	11634665	2590881	+
T2T18	chr1	haplotype1	haplotype1-0000022	122881032	132388279	9507247	-
T2T18	chr1	haplotype2	haplotype2-0000060	121917859	129292256	7374397	-
T2T18	chr10	haplotype1	haplotype1-0000013	38093742	43171063	5077321	+
T2T18	chr10	haplotype2	haplotype2-0000052	38155423	43049367	4893944	+
T2T18	chr11	haplotype1	haplotype1-0000002	78846009	86406955	7560946	-
T2T18	chr11	haplotype2	haplotype2-0000041	78759593	87551119	8791526	-
T2T18	chr12	haplotype1	haplotype1-0000008	33287790	39071713	5783923	+
T2T18	chr12	haplotype2	haplotype2-0000047	33381505	39271422	5889917	+
T2T18	chr13	haplotype2	haplotype2-0000049	324135	7404791	7080656	+
T2T18	chr14	haplotype1	haplotype1-0000017	87618354	94292676	6674322	-
T2T18	chr14	haplotype2	haplotype2-0000057	6828750	13606881	6778131	+
T2T18	chr15	haplotype1	haplotype1-0000003	80236408	85907851	5671443	-
T2T18	chr15	haplotype2	haplotype2-0000042	81151513	86803501	5651988	-
T2T18	chr16	haplotype1	haplotype1-0000015	32324600	39475582	7150982	+
T2T18	chr16	haplotype2	haplotype2-0000055	52067585	59998550	7930965	-
T2T18	chr17	haplotype1	haplotype1-0000007	54755692	61386654	6630962	-
T2T18	chr17	haplotype2	haplotype2-0000046	55649377	61186432	5537055	-
T2T18	chr19	haplotype1	haplotype1-0000004	23562756	30502428	6939672	+
T2T18	chr19	haplotype2	haplotype2-0000043	23575678	31033340	7457662	+
T2T18	chr2	haplotype1	haplotype1-0000021	146635399	151200270	4564871	-
T2T18	chr2	haplotype2	haplotype2-0000058	146586042	150967085	4381043	-
T2T18	chr20	haplotype1	haplotype1-0000020	25335211	33443453	8108242	+
T2T18	chr20	haplotype2	haplotype2-0000063	25340268	34779686	9439418	+
T2T18	chr21	haplotype1	haplotype1-0000024	32728837	42161872	9433035	-
T2T18	chr21	haplotype2	haplotype2-0000064	32767530	47393541	14626011	-
T2T18	chr22	haplotype1	haplotype1-0000006	33246594	48217724	14971130	-
T2T18	chr22	haplotype2	haplotype2-0000045	1	11064037	11064036	+
T2T18	chr3	haplotype2	haplotype2-0000056	103825346	111433483	7608137	-
T2T18	chr4	haplotype1	haplotype1-0000023	48725465	55778863	7053398	+
T2T18	chr4	haplotype2	haplotype2-0000062	48615996	55422271	6806275	+
T2T18	chr5	haplotype1	haplotype1-0000018	45418473	52065082	6646609	+
T2T18	chr5	haplotype2	haplotype2-0000053	45230355	52066293	6835938	+
T2T18	chr6	haplotype1	haplotype1-0000009	108387121	116406755	8019634	-
T2T18	chr8	haplotype1	haplotype1-0000012	42565218	48165698	5600480	+
T2T18	chr8	haplotype2	haplotype2-0000051	42728650	48254358	5525708	+
T2T18	chr9	haplotype1	haplotype1-0000011	85639780	92592073	6952293	-
T2T18	chr9	haplotype2	haplotype2-0000050	88882090	97809374	8927284	-
T2T18	chrX	haplotype2	haplotype2-0000059	56691258	63363821	6672563	+
T2T19	chr1	haplotype1	haplotype1-0000017	120724047	129932908	9208861	+
T2T19	chr1	haplotype2	haplotype2-0000047	120911990	128419947	7507957	+
T2T19	chr10	haplotype2	haplotype2-0000041	37623483	44079697	6456214	+
T2T19	chr11	haplotype1	haplotype1-0000019	78802372	87666255	8863883	-
T2T19	chr12	haplotype1	haplotype1-0000007	33416430	39772722	6356292	+
T2T19	chr12	haplotype2	haplotype2-0000037	33417319	39979025	6561706	+
T2T19	chr13	haplotype1	haplotype1-0000022	1	8463193	8463192	+
T2T19	chr13	haplotype2	haplotype2-0000050	1	8523872	8523871	+
T2T19	chr14	haplotype1	haplotype1-0000021	1	8809802	8809801	+
T2T19	chr14	haplotype2	haplotype2-0000034	1	8534128	8534127	+
T2T19	chr15	haplotype1	haplotype1-0000023	83861703	90071320	6209617	-
T2T19	chr15	haplotype2	haplotype2-0000052	81184551	88386195	7201644	-
T2T19	chr16	haplotype1	haplotype1-0000008	31913746	40600026	8686280	+
T2T19	chr16	haplotype2	haplotype2-0000039	31817464	39054029	7236565	+
T2T19	chr19	haplotype1	haplotype1-0000020	23399390	31013080	7613690	+
T2T19	chr2	haplotype1	haplotype1-0000015	88401930	96712349	8310419	+
T2T19	chr2	haplotype2	haplotype2-0000045	88452482	95177729	6725247	+
T2T19	chr21	haplotype1	haplotype1-0000014	32755105	44182161	11427056	-
T2T19	chr21	haplotype2	haplotype2-0000044	32778969	40719855	7940886	-
T2T19	chr22	haplotype1	haplotype1-0000010	33115483	45559050	12443567	-
T2T19	chr22	haplotype2	haplotype2-0000048	33259841	44765852	11506011	-
T2T19	chr3	haplotype2	haplotype2-0000046	89330241	97260170	7929929	+
T2T19	chr4	haplotype1	haplotype1-0000005	137332039	145091842	7759803	-
T2T19	chr4	haplotype2	haplotype2-0000035	137272964	144450810	7177846	-
T2T19	chr5	haplotype1	haplotype1-0000009	130159001	138038870	7879869	-
T2T19	chr6	haplotype1	haplotype1-0000012	108341956	116795472	8453516	-
T2T19	chr6	haplotype2	haplotype2-0000042	108369184	115085153	6715969	-
T2T19	chr7	haplotype1	haplotype1-0000003	95718706	104867327	9148621	-
T2T19	chr7	haplotype2	haplotype2-0000033	95632068	105099768	9467700	-
T2T19	chr8	haplotype1	haplotype1-0000006	98408669	104102976	5694307	-
T2T19	chr8	haplotype2	haplotype2-0000036	98358125	103957374	5599249	-
T2T19	chr9	haplotype1	haplotype1-0000001	39182965	48563383	9380418	+
T2T19	chr9	haplotype2	haplotype2-0000030	39130962	48550177	9419215	+
T2T19	chrX	haplotype2	haplotype2-0000031	91989595	96781959	4792364	-
T2T19	chrY	haplotype1	haplotype1-0000004	9175141	12423891	3248750	+
