metric	value	haplotype	asm_method	asm_name	source	chromosome
Number of primary alignments	307	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of secondary alignments	50	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of bases in mapped sequences	61328172	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of mapped bases	60962204	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of substitutions	130305	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of insertions in [0,50)	11518	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of insertions in [50,100)	82	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of insertions in [100,300)	93	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of insertions in [300,400)	260	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of insertions in [400,1000)	79	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of insertions in [1000,inf)	103	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of deletions in [0,50)	15244	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of deletions in [50,100)	78	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of deletions in [100,300)	87	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of deletions in [300,400)	235	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of deletions in [400,1000)	52	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of deletions in [1000,inf)	66	haplotype2	phased_verkko	published_chr19_duplex_UL50x_nopolish	stat	NA
Number of mapped sequences	8	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments	341	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of secondary alignments	50	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of bases in mapped sequences	60943654	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of mapped bases	60661054	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of substitutions	132698	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [0,50)	11850	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [50,100)	77	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [100,300)	81	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [300,400)	278	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [400,1000)	85	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [1000,inf)	103	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [0,50)	15962	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [50,100)	76	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [300,400)	224	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [400,1000)	59	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [1000,inf)	71	haplotype1	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of mapped sequences	7	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments	701	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of secondary alignments	95	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of bases in mapped sequences	61121995	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of mapped bases	60548205	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of substitutions	199206	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [0,50)	11988	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [50,100)	75	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [100,300)	72	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [300,400)	179	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [400,1000)	43	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [1000,inf)	34	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [0,50)	15860	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [50,100)	84	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [100,300)	86	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [300,400)	212	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [400,1000)	42	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [1000,inf)	57	haplotype2	phased_gfase	published_chr19_duplex_UL70x	stat	NA
Number of mapped sequences	1	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments	311	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of secondary alignments	50	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of bases in mapped sequences	61227202	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of mapped bases	60984294	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of substitutions	132455	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [0,50)	11565	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [50,100)	81	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [100,300)	82	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [300,400)	289	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [400,1000)	87	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [1000,inf)	104	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [0,50)	15300	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [50,100)	77	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [300,400)	238	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [400,1000)	57	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [1000,inf)	65	haplotype1	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of mapped sequences	1	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments	698	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of secondary alignments	50	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of bases in mapped sequences	61325433	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of mapped bases	60736304	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of substitutions	198237	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [0,50)	11975	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [50,100)	78	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [100,300)	74	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [300,400)	186	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [400,1000)	43	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of insertions in [1000,inf)	34	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [0,50)	15820	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [50,100)	84	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [100,300)	85	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [300,400)	197	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [400,1000)	42	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of deletions in [1000,inf)	58	haplotype2	phased_verkko	published_chr19_duplex_UL70x	stat	NA
Number of mapped sequences	8	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments	333	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of secondary alignments	96	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of bases in mapped sequences	61046456	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of mapped bases	60764273	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of substitutions	132260	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [0,50)	11903	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [50,100)	77	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [100,300)	83	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [300,400)	273	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [400,1000)	81	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [1000,inf)	117	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [0,50)	16133	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [50,100)	76	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [300,400)	218	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [400,1000)	56	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [1000,inf)	72	haplotype1	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of mapped sequences	8	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments	720	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of secondary alignments	72	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of bases in mapped sequences	61164642	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of mapped bases	60630875	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of substitutions	202561	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [0,50)	12038	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [50,100)	74	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [100,300)	71	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [300,400)	186	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [400,1000)	48	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [1000,inf)	31	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [0,50)	15876	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [50,100)	83	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [100,300)	83	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [300,400)	228	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [400,1000)	45	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [1000,inf)	52	haplotype2	phased_gfase	published_chr19_duplex_UL90x	stat	NA
Number of mapped sequences	1	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments	303	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of secondary alignments	50	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of bases in mapped sequences	61247640	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of mapped bases	60992187	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of substitutions	129599	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [0,50)	11509	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [50,100)	74	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [100,300)	88	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [300,400)	262	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [400,1000)	81	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [1000,inf)	111	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [0,50)	15261	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [50,100)	78	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [300,400)	229	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [400,1000)	56	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [1000,inf)	67	haplotype1	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of mapped sequences	1	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments	722	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of secondary alignments	50	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of bases in mapped sequences	61351903	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of mapped bases	60805505	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of substitutions	201206	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [0,50)	12025	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [50,100)	77	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [100,300)	73	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [300,400)	195	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [400,1000)	49	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of insertions in [1000,inf)	30	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [0,50)	15822	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [50,100)	86	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [100,300)	83	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [300,400)	213	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [400,1000)	42	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of deletions in [1000,inf)	50	haplotype2	phased_verkko	published_chr19_duplex_UL90x	stat	NA
Number of mapped sequences	44	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments	517	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of secondary alignments	390	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of bases in mapped sequences	61197534	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped bases	60836039	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of substitutions	151120	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [0,50)	11904	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [50,100)	76	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [100,300)	70	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [300,400)	170	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [400,1000)	53	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [1000,inf)	29	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [0,50)	13351	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [50,100)	87	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [100,300)	89	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [300,400)	153	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [400,1000)	44	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [1000,inf)	60	haplotype1	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped sequences	43	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments	467	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of secondary alignments	440	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of bases in mapped sequences	62709854	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped bases	62258276	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of substitutions	137439	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [0,50)	12153	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [50,100)	73	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [100,300)	88	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [300,400)	223	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [400,1000)	77	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [1000,inf)	108	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [0,50)	13428	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [50,100)	79	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [100,300)	91	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [300,400)	196	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [400,1000)	44	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [1000,inf)	72	haplotype2	phased_gfase	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped sequences	16	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments	451	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of secondary alignments	751	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of bases in mapped sequences	60257627	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped bases	59747236	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of substitutions	136216	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [0,50)	11353	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [50,100)	79	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [100,300)	69	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [300,400)	143	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [400,1000)	47	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [1000,inf)	33	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [0,50)	12986	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [50,100)	89	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [100,300)	87	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [300,400)	134	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [400,1000)	40	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [1000,inf)	51	haplotype1	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped sequences	22	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments	247	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of secondary alignments	702	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of bases in mapped sequences	60809114	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped bases	60493062	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of substitutions	106990	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [0,50)	11208	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [50,100)	76	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [100,300)	92	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [300,400)	188	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [400,1000)	75	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of insertions in [1000,inf)	111	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [0,50)	12137	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [50,100)	75	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [100,300)	86	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [300,400)	147	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [400,1000)	42	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of deletions in [1000,inf)	69	haplotype2	phased_verkko	published_chr19_herro_35x_UL50x_nopolish	stat	NA
Number of mapped sequences	39	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of primary alignments	352	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of secondary alignments	307	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of bases in mapped sequences	61201367	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of mapped bases	60917077	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of substitutions	108119	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of insertions in [0,50)	12975	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of insertions in [50,100)	70	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of insertions in [100,300)	93	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of insertions in [300,400)	175	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of insertions in [400,1000)	70	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of insertions in [1000,inf)	107	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of deletions in [0,50)	14953	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of deletions in [50,100)	76	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of deletions in [100,300)	92	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of deletions in [300,400)	121	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of deletions in [400,1000)	42	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of deletions in [1000,inf)	70	haplotype1	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of mapped sequences	43	haplotype2	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of primary alignments	723	haplotype2	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of secondary alignments	262	haplotype2	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of primary alignments with >65535 CIGAR operations	0	haplotype2	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
Number of bases in mapped sequences	61701767	haplotype2	phased_gfase	published_chr19_herro_35x_UL70x	stat	NA
